번호,약국명,토요일 시작,토요일 종료,일요일 시작,일요일 종료,공휴일 시작,공휴일 종료,위도,경도,구별
1,새현대약국,,,,,,,37.5753274,126.973307,종로구
2,인성약국,0900,1400,,,,,37.574705200000004,126.95792720000001,종로구
3,한마음약국,0830,1400,,,,,37.57620479999999,126.99759540000001,종로구
4,국일약국,1100,2100,1500,2000,,,37.5695341,126.98847260000001,종로구
5,종로세란약국,0900,1400,,,,,37.5714192,127.006855,종로구
6,성심약국,0900,1500,,,,,37.5754856,127.0154581,종로구
7,민약국,0900,2000,0900,2000,0900,2000,37.5748925,126.9708473,종로구
8,동호약국,0830,2100,,,,,37.5873857,126.9964287,종로구
9,세검약국,1300,2130,1300,2130,,,37.599703600000005,126.9590644,종로구
10,함춘약국,0900,1300,,,,,37.5795606,127.0017926,종로구
11,옥인온누리약국,0830,1300,0900,1300,,,37.576328000000004,126.97284040000001,종로구
12,정민약국,1000,1500,,,,,37.5819015,126.99997590000001,종로구
13,종근당약국,0900,2000,0900,2000,0900,2000,37.5707431,127.0032834,종로구
14,우리약국,1000,2130,1300,1930,,,37.5810637,126.9667284,종로구
15,백수약국,0900,2000,,,,,37.57124279999999,127.0037726,종로구
16,성당약국,0900,2200,0900,2100,,,37.5715032,126.9890403,종로구
17,한독약국,0930,2130,1200,2130,0930,2130,37.5805352,127.00441640000001,종로구
18,동인약국,1200,1800,,,,,37.57219570000001,127.01047520000002,종로구
19,대흥사약국,0800,2100,,,,,37.572462,126.9922129,종로구
20,시민약국,0900,2200,,,,,37.576308000000004,126.9727173,종로구
21,종로프라자약국,1000,2250,1000,2250,,,37.581555,126.97057439999999,종로구
22,삼보약국,0730,2400,,,1000,2200,37.5693466,126.9896275,종로구
23,희망약국,0800,1300,,,,,37.5758423,127.00150149999999,종로구
24,참약국,0900,1300,,,,,37.5698376,126.9796615,종로구
25,믿음약국,0900,1600,,,,,37.5729746,127.0146206,종로구
26,명륜시장약국,0830,2000,,,,,37.5876589,126.9967727,종로구
27,숭인다모아약국,0830,2130,1000,1300,,,37.576674600000004,127.01573570000001,종로구
28,독일약국,0830,1900,,,,,37.571871200000004,127.01261000000001,종로구
29,열린약국,0700,2000,0700,1800,0700,1800,37.5706784,127.00032409999999,종로구
30,늘푸른약국,0900,1300,,,,,37.5673015,126.9676804,종로구
31,수도약국,0930,2100,1200,1900,,,37.5739951,126.98511570000001,종로구
32,정성약국,0800,2200,0900,2100,,,37.5750886,127.0215732,종로구
33,정문약국,0900,1400,,,,,37.576857700000005,126.99766699999999,종로구
34,충신약국,0800,2130,,,0800,2130,37.5739991,127.00677659999998,종로구
35,백화점약국,0700,2130,0800,2100,,,37.570722499999995,127.00373090000001,종로구
36,효성약국,0900,2100,0900,2100,,,37.575827200000006,127.01029809999999,종로구
37,태약국,0900,2000,0900,2000,0900,2000,37.571101,126.99989280000001,종로구
38,캐슬온누리약국,0900,1400,,,,,37.5738039,127.0161663,종로구
39,푸른온누리약국,0830,1330,,,,,37.567388,126.96788629999999,종로구
40,경일약국,0900,2200,0900,2200,,,37.572950299999995,126.97935790000001,종로구
41,은성약국,0830,2100,,,,,37.5733118,126.98812040000001,종로구
42,동시약국,0700,2000,0800,1900,0800,1900,37.57059279999999,127.0002143,종로구
43,보성온누리약국,0900,1900,1000,1900,,,37.5883847,126.9956567,종로구
44,영화약국,0830,1500,,,,,37.5732662,127.0058683,종로구
45,한일약국,0830,1800,,,,,37.569593100000006,126.99760819999999,종로구
46,푸른소나무약국,,,,,,,37.5723555,126.98180179999999,종로구
47,새종로약국,0900,1800,,,,,37.5710807,126.9993067,종로구
48,새동서약국,0800,2000,,,,,37.5704805,127.00163529999999,종로구
49,건강한세상약국,0900,1300,,,,,37.5674562,126.9679567,종로구
50,성진약국,0900,2100,,,,,37.585524299999996,127.0005841,종로구
51,대도약국,0900,1730,,,,,37.5724446,126.98324509999999,종로구
52,현대온누리약국,,,,,,,37.5781153,126.98749609999999,종로구
53,신코아약국,1000,1900,,,,,37.5689137,126.98589779999999,종로구
54,청자약국,0900,1900,,,,,37.589773799999996,126.9938297,종로구
55,유성약국,0830,1930,,,0830,1930,37.5706935,127.00221429999999,종로구
56,보람약국,0900,1900,0900,1900,,,37.572261,127.0139678,종로구
57,녹십자약국,0900,2200,,,,,37.57244179999999,127.0106032,종로구
58,대성약국,0800,1900,,,,,37.5700268,127.0103578,종로구
59,대경약국,0900,2100,0900,2100,,,37.5725774,127.01226670000001,종로구
60,금왕약국,0830,2300,0900,1930,,,37.573836799999995,127.01158999999998,종로구
61,연약국,0930,1630,,,,,37.5707008,126.99277659999998,종로구
62,동아약국,0900,2000,1000,1900,1000,1900,37.570565,126.99905770000001,종로구
63,광교약국,0900,2130,1000,2130,,,37.569048200000005,126.9831,종로구
64,소담약국,0900,2100,1300,2100,,,37.584364799999996,126.9976253,종로구
65,이약국,0900,2200,,,,,37.5740273,127.01540829999999,종로구
66,세민약국,0900,1700,,,,,37.58034910000001,126.9687784,종로구
67,공생약국,0900,2000,1000,1900,,,37.57067,127.0030535,종로구
68,제신약국,0800,2000,,,,,37.5706612,127.00725790000001,종로구
69,미소약국,0930,1430,,,,,37.5705692,126.9904521,종로구
70,사랑약국,0900,1500,,,,,37.6081556,126.9565535,종로구
71,국화약국,0900,1800,,,,,37.6059277,126.96662920000001,종로구
72,마이팜약국,0900,1300,,,,,37.5753978,126.95727790000001,종로구
73,인제약국,0800,1900,0800,1900,0800,1900,37.5705946,126.9991547,종로구
74,튼튼약국,0900,1400,,,,,37.5840826,127.00079699999999,종로구
75,종각3층다정약국,0900,1300,,,,,37.569856099999996,126.98515379999999,종로구
76,팜플러스약국,,,,,,,37.569847499999995,126.98603680000001,종로구
77,안국온누리약국,,,,,,,37.5757217,126.98556210000001,종로구
78,임자약국,,,,,,,37.5736414,127.00388559999999,종로구
79,안국3층약국,0900,1300,,,,,37.5762989,126.9845773,종로구
80,혜화약국,0900,1900,,,,,37.5880001,127.0003433,종로구
81,바로약국,0830,1530,,,,,37.571699100000004,127.00131770000002,종로구
82,남영약국,0730,1530,,,,,37.5757217,126.98556210000001,종로구
83,인앤아웃약국,0900,1600,,,,,37.5708033,126.9798544,종로구
84,서현온누리약국,0900,1400,,,,,37.559324100000005,126.97890509999999,중구
85,명동사랑약국,0900,1700,,,,,37.560912,126.98384890000001,중구
86,센츄럴팜약국,1000,2200,1000,2200,,,37.555042,126.96953359999999,중구
87,연세약국,1000,1300,,,,,37.5570572,126.97362109999999,중구
88,수연약국,0900,1300,,,,,37.563613000000004,126.9763021,중구
89,소망약국,0830,1400,,,,,37.563751399999994,127.02022849999999,중구
90,에이스약국,1000,1800,,,,,37.5683731,126.9782699,중구
91,보생당약국,0900,1600,,,,,37.561318,126.99285649999999,중구
92,유네스코약국,0900,1300,,,,,37.5634096,126.9837369,중구
93,메디칼하나약국,0900,1600,,,,,37.568715000000005,126.97957269999999,중구
94,푸른약국,1000,2000,,,,,37.561627,126.9850537,중구
95,하늘약국,0900,1430,,,,,37.5649963,127.0158543,중구
96,명동약국,0930,1630,,,,,37.5612169,126.98535359999998,중구
97,연합약국,0800,2000,,,0800,1900,37.560539500000004,126.9850662,중구
98,남산우리약국,0900,1500,,,,,37.5582303,126.9820805,중구
99,그린약국,1000,1430,,,,,37.560710799999995,126.9724753,중구
100,신우리약국,0900,1230,,,,,37.564848,126.98933629999999,중구
101,예솔약국,0900,1400,,,,,37.5607773,126.9682129,중구
102,메디칼하나약국,0900,1600,,,,,37.555647799999996,127.0114037,중구
103,필약국,0900,1300,,,,,37.5603617,126.9958881,중구
104,한마음약국,0830,1300,,,,,37.5644871,126.98886570000002,중구
105,새삼성약국,0600,2000,,,,,37.5607238,126.97760020000001,중구
106,명동중앙약국,0830,1900,,,,,37.560981,126.9821321,중구
107,비타민약국,0900,1300,,,,,37.5652721,126.9931033,중구
108,금오약국,0900,1500,,,,,37.559324100000005,126.97890509999999,중구
109,명동천사약국,0930,1330,,,,,37.5630705,126.9822429,중구
110,새재약국,0700,2100,0800,2100,,,37.5623706,127.00413640000001,중구
111,인원약국,1000,2100,,,,,37.5588919,126.96374440000001,중구
112,온누리정일약국,0900,2300,,,,,37.558589399999995,126.9690252,중구
113,동화약국,0900,2100,,,,,37.5617223,127.01708470000001,중구
114,대화약국,1000,1700,,,,,37.5516917,127.01198670000001,중구
115,한중약국,0900,1630,,,,,37.5612786,126.9693213,중구
116,메디팜신웅약국,0900,2100,,,,,37.5662216,127.0207101,중구
117,중부사약국,0700,1200,,,,,37.564587200000005,126.9989136,중구
118,다나약국,0730,2200,,,,,37.5533366,127.0112939,중구
119,새원약국,1000,2200,1000,2100,1100,2100,37.56372929999999,126.98528780000001,중구
120,대풍약국,0900,2200,,,,,37.553310499999995,127.009042,중구
121,한일약국,1030,1330,,,,,37.563030600000005,126.9732584,중구
122,금천약국,1100,2000,,,,,37.5612281,126.97767479999999,중구
123,대도약국,,,,,,,37.5612764,126.9923025,중구
124,한미약국,0730,1700,,,,,37.5694218,127.01321850000001,중구
125,금오약국,0900,1500,,,,,37.5677014,126.97884509999999,중구
126,희구약국,0900,1700,,,,,37.5584646,126.97735719999999,중구
127,신라약국,0900,2000,,,,,37.5667974,126.9815345,중구
128,신성약국,0900,2200,,,,,37.562436100000006,127.0148375,중구
129,지하근화사약국,0800,2000,,,,,37.566937599999996,127.0015264,중구
130,조동약국,0930,1300,,,,,37.5673064,126.9867527,중구
131,아세아약국,0800,2100,,,,,37.5649007,126.99297469999999,중구
132,백조약국,0800,0800,,,,,37.569080299999996,126.9758729,중구
133,인우약국,0900,2100,,,,,37.5589283,126.96594650000002,중구
134,정원약국,1000,2200,,,1100,2200,37.5636675,126.9776064,중구
135,장수약국,0900,1600,0900,1730,0900,1730,37.5652265,127.0195821,중구
136,부일약국,0900,2130,,,0900,2130,37.5627334,127.0131064,중구
137,왕란약국,,,,,,,37.565213299999996,127.0063669,중구
138,방약국,0900,1800,,,,,37.5669579,127.0004112,중구
139,광진약국,0830,1600,,,,,37.5599279,127.01325770000001,중구
140,동국약국,0830,1600,,,,,37.5607963,126.9988953,중구
141,동문약국,0900,1200,,,,,37.56696029999999,127.00624640000001,중구
142,남시약국,0800,1930,,,,,37.560728499999996,126.9777281,중구
143,영진약국,1000,1600,,,,,37.563844,126.99310439999999,중구
144,신평화약국,,,,,,,37.560204,126.9770969,중구
145,을지로5가보영약국,0900,1300,,,,,37.567854,127.00248880000001,중구
146,메디팜광주약국,0800,2100,,,,,37.5579756,126.9783282,중구
147,국민약국,0900,1300,,,,,37.5670341,127.0063439,중구
148,서울시니어스약국,0800,1600,,,,,37.5511032,127.00821450000001,중구
149,새생명약국,0900,1900,,,,,37.5613555,127.01593510000001,중구
150,성균제일약국,,,,,,,37.561147999999996,127.0000904,중구
151,신평화약국,,,,,,,37.5694216,127.0110315,중구
152,삼성중앙약국,,,,,,,37.561751799999996,127.00000190000002,중구
153,무릉약국,0700,1900,,,,,37.5624756,126.99632040000002,중구
154,행복한약국,0900,1500,,,,,37.5634635,127.015948,중구
155,기풍약국,0830,1800,,,,,37.563149700000004,127.0190592,중구
156,우정약국,0800,2000,0800,1200,,,37.570535799999995,126.99986979999998,종로구
157,제일약국,,,,,,,37.572059,126.9812682,종로구
158,종로백제약국,1000,1830,1000,1830,1000,1830,37.5712211,127.00397439999999,종로구
159,종로한사랑약국,0900,1500,,,,,37.57270020000001,127.01607209999999,종로구
160,부광약국,0900,1930,0900,1930,0900,1930,37.5712049,127.00259809999999,종로구
161,삼원약국,,,,,,,37.5704416,126.9761633,종로구
162,글로리아약국,0900,1900,,,,,37.572950299999995,126.97935790000001,종로구
163,옥광약국,0850,1350,,,,,37.5768331,126.9974228,종로구
164,하트약국,0900,2200,1200,2100,1200,2000,37.582665899999995,127.0021429,종로구
165,열린온누리약국,0900,2000,,,,,37.5758067,127.0212457,종로구
166,종로백세약국,0900,1900,1030,1800,,,37.5712402,127.0022919,종로구
167,서울종로약국,0830,1530,,,,,37.5817751,127.0016498,종로구
168,신동화약국,0930,1800,,,,,37.571319700000004,127.007659,종로구
169,신두산약국,0900,1830,,,,,37.5735393,127.01545320000001,종로구
170,동남약국,0900,2200,1200,2000,,,37.570087799999996,126.9912669,종로구
171,동서약국,0900,1930,,,,,37.5707152,127.00232390000001,종로구
172,성진약국,0900,2100,,,,,37.572140000000005,126.9910162,종로구
173,새명성약국,0800,1500,,,,,37.5703858,126.97408909999999,종로구
174,김해약국,0800,2000,,,,,37.5706688,127.0006808,종로구
175,삼정바로약국,0845,1300,,,,,37.56787429999999,126.9682656,종로구
176,보광약국,0900,1400,,,,,37.579442799999995,127.0017081,종로구
177,한솔약국,0800,1500,,,,,37.576300700000004,126.9707373,종로구
178,대서울약국,0900,1400,,,,,37.57620479999999,126.99759540000001,종로구
179,종오약국,0800,2000,,,,,37.571087299999995,126.99944690000001,종로구
180,보령약국,0800,1930,0900,1700,0900,1700,37.571301299999995,127.0004652,종로구
181,지영오행당약국,0830,2200,1100,2100,,,37.5855097,126.99705970000001,종로구
182,신세계약국,0930,2300,1300,2100,1300,2100,37.570096899999996,126.9913845,종로구
183,중앙약국,0900,1230,,,,,37.567376700000004,126.96566440000001,종로구
184,신서대문대학약국,0900,1400,,,,,37.567466499999995,126.9656304,종로구
185,다나약국,0900,2000,,,,,37.570112200000004,126.9919061,종로구
186,행복한약국,0830,1400,,,,,37.5812565,126.96940330000001,종로구
187,백수약국,0900,2000,,,,,37.571699100000004,127.00131770000002,종로구
188,메디칼약국,0830,1300,,,,,37.5671711,126.96750559999998,종로구
189,올리브약국,0900,1400,,,,,37.5704347,126.9747439,종로구
190,새현대약국,,,,,,,37.5752089,126.96058740000001,종로구
191,대우사약국,0900,2100,,,,,37.55849370000001,126.97427590000001,중구
192,미소약국,0900,1700,,,,,37.562724700000004,127.00648829999999,중구
193,다산온누리약국,0900,2200,1000,2000,1000,2000,37.5558422,127.0109529,중구
194,동대문허브약국,1000,1630,,,,,37.5516055,127.00836969999999,중구
195,독일사약국,0900,1600,,,,,37.5703294,127.0192979,중구
196,메디팜늘봄약국,0900,1800,,,,,37.5631033,127.0152125,중구
197,회현약국,0900,1400,,,,,37.5572727,126.9768551,중구
198,새열린약국,0930,1600,,,,,37.570873299999995,127.0213284,중구
199,새열린약국,0930,1600,,,,,37.5634096,126.9837369,중구
200,신등원약국,,,,,,,37.5621363,126.99022749999999,중구
201,온누리정도약국,0900,1600,,,,,37.5359774,126.96197509999999,용산구
202,이층성장약국,0900,1500,,,,,37.520139799999995,126.9718634,용산구
203,편한약국,0900,2100,,,,,37.5185268,126.98067959999999,용산구
204,온누리백합약국,0900,1530,,,,,37.5487848,126.9774713,용산구
205,소아건강약국,0800,1400,,,,,37.5542314,126.96853519999999,용산구
206,소아제일약국,0800,1400,0800,1800,0830,1800,37.533217,127.0047222,용산구
207,서울약국,0900,1630,,,,,37.545959100000005,126.97227269999999,용산구
208,이촌약국,,,,,,,37.520139799999995,126.9718634,용산구
209,가까운우리약국,0900,1300,,,,,37.5288539,126.96404469999999,용산구
210,부자약국,0900,2100,,,,,37.53207379999999,127.0053947,용산구
211,대학약국,0900,1800,,,,,37.5332256,127.004567,용산구
212,수약국,0800,1600,,,0830,1300,37.5396294,126.9608563,용산구
213,효창약국,0900,1400,,,,,37.5407446,126.95836729999999,용산구
214,참온누리약국,0900,2100,0900,2100,,,37.5466124,126.98153870000002,용산구
215,신진약국,0900,1700,,,,,37.5305523,126.99691010000001,용산구
216,이촌프라자약국,0900,2000,,,,,37.5180908,126.97871609999999,용산구
217,가장큰태평양약국,0900,1300,,,,,37.5332791,127.00385690000002,용산구
218,금보약국,0900,1530,,,,,37.5339773,126.95037830000001,용산구
219,홍주약국,0830,1500,,,,,37.520855600000004,126.96984099999999,용산구
220,새희망약국,0900,1800,,,,,37.565188299999996,127.0542199,성동구
221,정은약국,,,,,,,37.5481357,127.01959779999999,성동구
222,새인선약국,0900,2200,,,0900,2200,37.5459875,127.0541717,성동구
223,어울림온누리약국,0900,1500,,,,,37.5422885,127.0181535,성동구
224,한진약국,0900,1700,,,,,37.5559126,127.0290958,성동구
225,태화약국,,,,,,,37.5453477,127.05426909999998,성동구
226,실로암약국,0900,2100,,,,,37.5645052,127.0535335,성동구
227,옥수벽산약국,0900,1500,,,,,37.5409152,127.017273,성동구
228,하이온누리약국,0900,1630,,,,,37.5578253,127.027423,성동구
229,옥수벽산약국,0900,1500,,,,,37.568672,127.0320307,성동구
230,다나을약국,0900,1700,,,,,37.548640500000005,127.01692379999999,성동구
231,보명약국,0900,1600,1200,1530,,,37.5470841,127.02045690000001,성동구
232,성수메디칼약국,,,,,,,37.5446009,127.05688470000001,성동구
233,국제약국,,,,,,,37.547734600000005,127.0212111,성동구
234,상도약국,0700,2130,0900,1800,,,37.560366200000004,127.03268030000001,성동구
235,제일약국,0900,2100,,,,,37.549609100000005,127.03053670000001,성동구
236,영화당약국,0900,2300,1800,2300,,,37.5609396,127.0467953,성동구
237,부일약국,0700,2100,,,,,37.55893,127.0368788,성동구
238,시대약국,0900,2200,,,,,37.5675093,127.0447,성동구
239,새인선약국,0900,2200,,,0900,2200,37.551425099999996,127.0678489,성동구
240,21세기메디칼약국,0900,1700,,,,,37.5543052,127.01982930000001,성동구
241,새서독약국,0900,2100,,,,,37.558462899999995,127.0333014,성동구
242,새대우약국,0900,2300,1600,2300,,,37.561807,127.05347250000001,성동구
243,부원약국,0900,1900,,,,,37.5377259,127.05237509999999,성동구
244,도원약국,0800,1930,,,,,37.548357700000004,127.0210592,성동구
245,신라약국,0900,2200,,,1100,2200,37.550094200000004,127.0670382,성동구
246,용하약국,0830,1800,,,,,37.5658906,127.0516845,성동구
247,새왕약국,0830,1900,,,,,37.548392799999995,127.0656494,성동구
248,제민약국,0830,2130,,,,,37.5366054,127.05862040000001,성동구
249,은혜약국,0900,1430,,,,,37.5522839,127.01914509999999,성동구
250,왕십리약국,0830,2200,,,,,37.562166,127.03218840000001,성동구
251,우당약국,0800,1800,,,,,37.5431159,127.0545112,성동구
252,신동광약국,0900,2000,,,,,37.553084999999996,127.0206749,성동구
253,유림약국,0830,2000,,,,,37.5607155,127.02935490000002,성동구
254,신동아약국,0930,1700,,,,,37.545680100000006,127.04497420000001,성동구
255,금호우리약국,0900,1300,,,,,37.5388191,127.0473621,성동구
256,영민약국,0830,1300,,,,,37.546219799999996,127.05336070000001,성동구
257,수명약국,0900,2230,0900,2100,,,37.546083,127.04498149999999,성동구
258,예전약국,0800,2100,,,,,37.5648266,127.0356936,성동구
259,한신약국,,,,,,,37.5549336,127.03674270000002,성동구
260,상보약국,0900,2000,,,,,37.5403071,127.06260790000002,성동구
261,메디팜보배약국,0900,2000,,,,,37.54682329999999,127.0546783,성동구
262,동틀약국,0900,2000,1000,2000,,,37.544523999999996,127.065004,성동구
263,은하약국,0900,1500,,,,,37.5481659,127.0194469,성동구
264,염광약국,0800,2000,,,,,37.544006700000004,127.0566082,성동구
265,메디팜일진약국,,,0900,1800,,,37.562624799999995,127.0541074,성동구
266,정민약국,1000,2300,1500,2300,1100,2300,37.567799900000004,127.0506845,성동구
267,대한약국,0900,1800,,,,,37.5498685,127.0162524,성동구
268,보람약국,0900,1500,0930,1230,,,37.5401176,127.0163862,성동구
269,세심약국,0900,2200,,,,,37.5695013,127.04245139999999,성동구
270,삼일약국,0900,2130,,,,,37.5483946,127.0213722,성동구
271,신세계약국,0800,2200,0800,2200,0800,2200,37.5366902,127.0575116,성동구
272,메디팜대림약국,0900,2000,,,,,37.5578253,127.027423,성동구
273,메디팜한솔약국,0900,2100,,,,,37.5559126,127.0290958,성동구
274,대학약국,0900,1300,,,,,37.5598989,127.0415624,성동구
275,대중약국,0900,2130,1500,2130,0900,2130,37.564466700000004,127.02806340000001,성동구
276,새왕약국,0830,1900,,,,,37.5484002,127.065896,성동구
277,진경약국,0900,1600,,,,,37.563656,127.0315919,성동구
278,대우약국,0900,2000,,,,,37.54699420000001,127.01994199999999,성동구
279,서울약국,0830,2030,,,,,37.5691167,126.9758034,중구
280,신평화약국,,,,,,,37.5543862,127.0112822,중구
281,우리네약국,0900,1600,,,,,37.5547032,127.0146066,중구
282,타워약국,0800,1400,,,,,37.565910200000005,127.02173629999999,중구
283,참조은약국,0800,1330,,,,,37.5658906,126.99558640000001,중구
284,서울왕약국,0830,1900,,,,,37.560807700000005,126.9781378,중구
285,양지약국,,,,,,,37.5631536,126.9900202,중구
286,올리브약국,0830,1330,,,,,37.5614986,126.9963924,중구
287,좋은약국,,,,,,,37.5538063,127.01067759999998,중구
288,명동하이약국,0900,2300,1200,2300,1200,2300,37.565114200000004,126.98393109999999,중구
289,신당조은약국,0900,1400,,,,,37.5655788,127.02262579999999,중구
290,건강약국,0900,1400,,,,,37.5618648,126.9954763,중구
291,온누리센터원약국,,,,,,,37.567358299999995,126.98513559999999,중구
292,힘찬약국,0900,1600,,,,,37.5677054,127.00816540000001,중구
293,광희약국,0900,2130,1700,2130,,,37.5639754,127.0074496,중구
294,을지수온누리약국,0900,1200,,,,,37.564567499999995,126.989099,중구
295,메디홈약국,0900,1600,,,,,37.56037620000001,126.9822522,중구
296,하얀약국,0900,1300,,,,,37.564466700000004,126.98879240000001,중구
297,모드니온누리약국,0900,1200,,,,,37.5626929,126.9740067,중구
298,원정약국,0900,1400,,,,,37.5600735,127.01460829999999,중구
299,샘물온누리약국,0830,1400,,,,,37.5635275,127.0203865,중구
300,주원약국,0900,1300,1400,1900,,,37.5654047,127.0203223,중구
301,신삼성대학약국,0900,1300,,,,,37.561549799999995,126.9999797,중구
302,건강백세약국,0800,2000,,,,,37.558926899999996,126.96331609999999,중구
303,현대약국,0900,1300,,,,,37.55558679999999,127.0103564,중구
304,신정약국,0900,1600,,,,,37.5613555,127.01593510000001,중구
305,홍신약국,1000,1400,,,,,37.567054,126.97953090000001,중구
306,신금호약국,0900,1630,,,,,37.5547663,127.02034499999999,성동구
307,정문약국,0900,1300,,,,,37.5579026,127.04128689999999,성동구
308,우인약국,0730,1430,,,,,37.562867,127.03207179999998,성동구
309,성수종로약국,0900,2100,,,,,37.547155700000005,127.05478719999999,성동구
310,늘푸른약국,0900,1500,,,,,37.546925200000004,127.04897109999999,성동구
311,한양약국,0900,2000,,,,,37.5594683,127.0404632,성동구
312,민제약국,0900,1600,,,,,37.5695013,127.04245139999999,성동구
313,백두산약국,0900,2200,0900,2200,0900,2300,37.5462755,127.0440499,성동구
314,선영약국,0900,2130,,,,,37.5668125,127.03074050000001,성동구
315,메디팜호정약국,0900,1700,,,,,37.544223200000005,127.049225,성동구
316,이수프라자약국,0900,1800,,,,,37.5612833,127.0345304,성동구
317,참사랑약국,0900,1600,,,,,37.565831700000004,127.043053,성동구
318,행복이열리는건강약국,0900,1700,,,,,37.5452446,127.0570452,성동구
319,평안약국,0900,2000,,,,,37.558131700000004,127.03544479999998,성동구
320,공중약국,0900,1700,,,,,37.5374152,127.05509350000001,성동구
321,기린약국,0830,1600,,,,,37.541819700000005,127.01023970000001,성동구
322,정성약국,1130,1400,,,,,37.5665375,127.033025,성동구
323,성수종로약국,0900,2100,,,,,37.5599294,127.04131979999998,성동구
324,이화한솔약국,0800,1900,,,,,37.569932200000004,127.03782040000002,성동구
325,행복한약국,0900,1700,,,,,37.5422258,127.01419369999999,성동구
326,중앙종로약국,0900,1700,,,,,37.563894899999994,127.0528315,성동구
327,더힘찬약국,0830,1630,,,,,37.5475722,127.0227172,성동구
328,효민프라자약국,0800,1400,,,,,37.56325,127.0419088,성동구
329,성산약국,0900,1700,,,,,37.5605018,127.03527279999999,성동구
330,스타빌약국,0900,1700,,,,,37.5612833,127.0345304,성동구
331,명동온누리약국,0900,1900,,,,,37.5551685,127.03614509999998,성동구
332,비트플렉스약국,1030,2230,1030,2230,1100,2230,37.5621482,127.03794209999998,성동구
333,스마일온누리약국,1000,2300,,,,,37.539938899999996,127.0531674,성동구
334,신성림약국,0900,2200,,,,,37.5597894,127.0412831,성동구
335,화생약국,0900,2100,,,,,37.5547663,127.02034499999999,성동구
336,유명한약국,0830,2130,0900,2100,0830,2030,37.5483456,127.02188100000001,성동구
337,비타민약국,0830,1500,,,,,37.562356,127.0355794,성동구
338,자연온누리약국,,,,,,,37.5384827,127.0549567,성동구
339,다니엘약국,0900,1800,,,,,37.5239994,126.9595629,용산구
340,건강한약국,0900,1700,,,,,37.5484879,126.96326380000001,용산구
341,신효창프라자약국,0800,1600,0800,1300,0800,1300,37.5395573,126.96106670000002,용산구
342,사랑플러스약국,0900,1600,,,,,37.5413682,126.9732953,용산구
343,다정약국,0900,1400,,,,,37.5505381,126.9749622,용산구
344,보광프라자약국,0900,2130,,,,,37.527235,126.9996098,용산구
345,푸른약국,0900,1500,,,,,37.549535600000006,126.9772925,용산구
346,다나약국,0900,1500,,,,,37.5497544,126.9772702,용산구
347,옵티마찬미약국,1000,1300,,,,,37.532441799999994,127.00564440000001,용산구
348,문화약국,,,,,,,37.528174299999996,126.99694040000001,용산구
349,보림사약국,0900,1300,,,,,37.5343544,126.9748409,용산구
350,가정약국,0900,1200,,,,,37.5492865,126.9696739,용산구
351,수명약국,0900,2100,0900,2130,,,37.5457359,126.98166950000001,용산구
352,소명약국,0900,2230,,,,,37.5340717,126.99542040000001,용산구
353,신보영약국,1000,1700,,,,,37.5326037,126.97152369999999,용산구
354,신용산약국,0830,1300,,,,,37.5253122,126.96304270000002,용산구
355,신정제약국,0900,1900,,,,,37.525262299999994,126.96455259999999,용산구
356,대성옵티마약국,0900,1700,,,,,37.539336299999995,126.98916809999999,용산구
357,알파약국,0830,1600,,,,,37.5282487,126.9991845,용산구
358,풍전약국,0900,1500,,,,,37.5328154,126.9525533,용산구
359,새무림약국,0900,1700,,,,,37.5258693,126.964413,용산구
360,삼정약국,0900,2200,1500,2200,,,37.533447100000004,126.9558212,용산구
361,동아약국,0900,1700,,,,,37.538838899999995,126.98874029999999,용산구
362,성도약국,0900,2000,,,,,37.5403801,126.99164990000001,용산구
363,은정약국,0830,1900,,,,,37.5466117,126.97811329999999,용산구
364,우정약국,0900,1600,,,,,37.5380677,126.9676185,용산구
365,임상약국,0900,2100,1200,2100,,,37.52783779999999,126.9545621,용산구
366,승현약국,0900,2300,0900,2300,,,37.5511934,126.9631267,용산구
367,동명약국,0900,1700,,,,,37.534810799999995,126.96107930000001,용산구
368,신태양약국,1000,2100,0900,1900,,,37.5493399,126.979872,용산구
369,신명약국,0900,2000,1600,2000,,,37.5493399,126.979872,용산구
370,세일약국,0900,1900,,,,,37.5251804,126.9632255,용산구
371,메디팜한진약국,0830,2000,,,,,37.526053999999995,126.955375,용산구
372,경인약국,,,,,,,37.537333700000005,126.959441,용산구
373,동부약국,0830,2230,,,,,37.5200093,126.97446699999999,용산구
374,수복약국,0730,2300,0730,2300,0730,2400,37.539221399999995,126.9575013,용산구
375,소망약국,0900,1700,,,,,37.5185208,126.9760327,용산구
376,전약국,1000,2200,1000,2200,1000,2230,37.5338365,126.9939277,용산구
377,남선약국,0930,1700,,,,,37.5350006,126.96145349999999,용산구
378,대한당약국,0930,2100,,,,,37.5327895,126.9978498,용산구
379,새서부약국,0830,1730,,,,,37.544358100000004,126.9718771,용산구
380,보현온누리약국,0900,2100,,,1000,2000,37.5458724,126.9850682,용산구
381,명진약국,0900,2100,0900,2100,,,37.5465566,126.98174660000001,용산구
382,메디팜미래로약국,0830,2200,1000,2200,,,37.544782399999995,126.96825349999999,용산구
383,동오약국,0900,2130,,,,,37.5263534,127.0009509,용산구
384,실로암약국,0930,2000,,,,,37.5334283,126.96217,용산구
385,명진당약국,1000,1830,,,,,37.5542065,126.96878000000001,용산구
386,새건우약국,,,,,,,37.5532727,126.9752699,용산구
