번호,약국명,토요일 시작,토요일 종료,일요일 시작,일요일 종료,공휴일 시작,공휴일 종료,위도,경도,구별
2005,발산에이스약국,0900,1500,,,,,37.55766129999999,126.8384045,강서구
2006,월드팜약국,0900,1800,,,,,37.552628000000006,126.8507313,강서구
2007,선약국,0830,1630,,,0830,1630,37.5440064,126.83888,강서구
2008,남부시장약국,0900,1900,,,,,37.5330576,126.8589924,강서구
2009,신방화약국,0900,1500,,,,,37.5730939,126.81815149999998,강서구
2010,발산에이스약국,0900,1500,,,,,37.5434031,126.84277639999999,강서구
2011,SooPharm수약국,0900,1700,,,,,37.5572536,126.85097490000001,강서구
2012,개화약국,0900,2200,0900,2200,0900,2200,37.57287879999999,126.8073293,강서구
2013,스카이약국,1000,2200,1000,2200,,,37.566773299999994,126.8025118,강서구
2014,미즈정문약국,0830,1700,,,,,37.5525097,126.83598899999998,강서구
2015,김포약국,0900,1900,,,,,37.566637899999996,126.8128361,강서구
2016,길약국,0900,1400,,,,,37.5319389,126.86173959999999,강서구
2017,마곡새봄약국,,,,,,,37.554776000000004,126.85118829999999,강서구
2018,한우리약국,0900,1700,,,,,37.5509157,126.8520862,강서구
2019,애플약국,0930,1600,,,,,37.550621500000005,126.8719509,강서구
2020,송정온누리약국,0900,1900,,,,,37.5609659,126.81094420000001,강서구
2021,흥부약국,0900,1400,,,,,37.555002,126.85590320000001,강서구
2022,온누리평안약국,0900,2100,,,,,37.540110299999995,126.89215,영등포구
2023,신우리약국,0900,1500,,,,,37.506311600000004,126.9018959,영등포구
2024,보라매조은약국,,,,,,,37.4967987,126.9812192,동작구
2025,밝은미소약국,0900,1900,,,,,37.51217570000001,126.94410159999998,동작구
2026,상도프라자약국,,,,,,,37.4967219,126.9528111,동작구
2027,메디칼수정약국,0830,1530,,,,,37.49942479999999,126.927877,동작구
2028,제당약국,0900,2000,,,,,37.4957951,126.931723,동작구
2029,해뜨는약국,0900,1330,,,,,37.504535600000004,126.9494402,동작구
2030,신정약국,0900,1700,,,,,37.4891824,126.9704888,동작구
2031,푸른약국,0830,1600,,,,,37.5000992,126.9308044,동작구
2032,상도시장약국,0900,2100,1030,2200,,,37.501331799999996,126.93709199999999,동작구
2033,보라매대학약국,0830,1330,,,,,37.492538,126.92359920000001,동작구
2034,전원약국,0730,1630,,,,,37.4829742,126.9748525,동작구
2035,대광약국,0900,1600,,,,,37.5002363,126.9508134,동작구
2036,다솜약국,0900,1730,,,,,37.499429600000006,126.9297,동작구
2037,강림약국,0900,2130,,,,,37.491008799999996,126.9085577,동작구
2038,금영약국,0900,1500,,,,,37.504375,126.93943870000001,동작구
2039,대우당약국,0830,2100,,,,,37.499914200000006,126.93176609999999,동작구
2040,정성을다하는약국,0900,1500,,,,,37.501125,126.93743870000002,동작구
2041,세계로약국,0900,1800,,,,,37.5049279,126.9415119,동작구
2042,금성약국,0800,1400,,,,,37.5050619,126.93877179999998,동작구
2043,약수태평양약국,1000,2300,,,,,37.499275299999994,126.9433774,동작구
2044,아담약국,0900,1400,,,,,37.5069315,126.9661993,동작구
2045,화생약국,,,,,0900,2200,37.511909100000004,126.93558689999999,동작구
2046,팜팜약국,,,,,,,37.507186700000005,126.92463980000001,동작구
2047,노량진종로약국,0900,1800,,,0900,1900,37.5124253,126.95190179999999,동작구
2048,보건약국,0900,1500,,,,,37.5046342,126.9413147,동작구
2049,예하약국,0900,2100,,,,,37.4994566,126.93268300000001,동작구
2050,유성약국,1000,1230,,,,,37.5124748,126.93507209999999,동작구
2051,평화약국,0830,2200,,,,,37.476879,126.9774886,동작구
2052,온누리송학대약국,0900,1700,,,,,37.508230700000006,126.93976070000001,동작구
2053,계령약국,0930,2000,,,,,37.4991281,126.9330179,동작구
2054,동광약국,0800,2200,,,0800,2200,37.4882573,126.9818578,동작구
2055,상도시장약국,0900,2100,1030,2200,,,37.4879346,126.98090659999998,동작구
2056,가족건강약국,0800,2200,0800,2200,0800,2200,37.5053511,126.94652090000001,동작구
2057,보라매온누리약국,0900,2100,,,,,37.4977527,126.9277064,동작구
2058,메디컬수약국,0900,1400,,,,,37.506587200000006,126.9621719,동작구
2059,새희망약국,0900,1300,,,,,37.520803799999996,126.8976337,영등포구
2060,한우리약국,0930,1630,,,,,37.522476700000006,126.92457309999999,영등포구
2061,대림백화점약국,0830,1330,,,,,37.496013500000004,126.90859109999998,영등포구
2062,보건약국,0900,2030,1100,1900,,,37.5232097,126.9330608,영등포구
2063,보라매약국,0900,1500,,,,,37.5000931,126.9188437,영등포구
2064,세종로약국,0900,1400,0900,1600,,,37.5046076,126.9218357,영등포구
2065,신풍약국,0900,1900,,,,,37.4958431,126.90867730000001,영등포구
2066,디오빌약국,0930,1600,,,,,37.533212,126.9022778,영등포구
2067,보은당약국,0800,1300,,,,,37.5291494,126.89784569999999,영등포구
2068,우리팜약국,0900,1300,,,,,37.5195226,126.90344440000001,영등포구
2069,보람약국,0830,1600,,,0900,1300,37.547226,126.8367128,강서구
2070,굿모닝이화약국,,,,,,,37.55691229999999,126.85026140000001,강서구
2071,미소약국,0900,1500,,,,,37.5736809,126.8118243,강서구
2072,싱싱약국,0900,1300,,,,,37.557745399999995,126.8607246,강서구
2073,마곡메디칼약국,0830,1400,,,,,37.567242799999995,126.8189631,강서구
2074,맑은약국,0900,2200,,,,,37.5642415,126.84267539999999,강서구
2075,강서자이온누리약국,0900,1600,,,,,37.5642415,126.84267539999999,강서구
2076,화창한약국,0900,1700,,,,,37.5607165,126.84610570000001,강서구
2077,비원약국,0930,1500,,,,,37.5581624,126.81350139999999,강서구
2078,참미래약국,0900,1600,,,,,37.5605876,126.8465649,강서구
2079,마곡새봄약국,,,,,,,37.56100120000001,126.8600118,강서구
2080,굿모닝약국,0900,1600,,,,,37.5414532,126.8387363,강서구
2081,이수약국,0900,1700,,,,,37.533036700000004,126.8481152,강서구
2082,나라약국,0900,1800,,,,,37.53032279999999,126.8471952,강서구
2083,차오름약국,,,,,,,37.55289129999999,126.8701636,강서구
2084,동방약국,0830,1630,0900,1300,,,37.543075099999996,126.8393743,강서구
2085,새싹약국,0830,1500,1000,1400,1000,1400,37.5484157,126.8367396,강서구
2086,서울사랑약국,0900,1500,,,,,37.5600127,126.8461878,강서구
2087,새보은약국,0900,2130,,,,,37.4596173,126.90514499999999,금천구
2088,대지약국,0900,2130,,,,,37.4692026,126.9026176,금천구
2089,명보약국,0900,2000,,,,,37.4422136,126.90418149999999,금천구
2090,정명약국,0900,1500,,,,,37.469327299999996,126.8970414,금천구
2091,천수온누리약국,,,,,,,37.4755779,126.8929078,금천구
2092,다보약국,0900,1800,,,,,37.4418225,126.90427199999999,금천구
2093,세종약국,0830,2100,1000,1400,,,37.464636999999996,126.9025193,금천구
2094,정진약국,0900,2200,,,,,37.4652811,126.903672,금천구
2095,수도약국,0830,2000,,,,,37.472128399999995,126.89028390000001,금천구
2096,메디팜대안약국,0830,2130,,,,,37.4647885,126.8979842,금천구
2097,천세약국,0900,2130,,,,,37.4580941,126.89966820000001,금천구
2098,고성희약국,0900,2200,,,0900,2200,37.448444,126.90881470000001,금천구
2099,오성당약국,0730,2100,0730,2100,,,37.4554654,126.9038933,금천구
2100,대우당약국,1300,2200,1900,2200,1900,2200,37.4505615,126.90657900000001,금천구
2101,정운약국,0900,1430,,,,,37.4537746,126.91136170000001,금천구
2102,박애약국,0830,2000,,,,,37.475736100000006,126.89788109999999,금천구
2103,세명당약국,0900,1700,,,,,37.4537081,126.90153640000001,금천구
2104,영광약국,0900,2200,,,,,37.475824100000004,126.8974581,금천구
2105,전진상약국,,,,,,,37.452580499999996,126.9107438,금천구
2106,성문약국,0900,2100,,,,,37.4578101,126.88704579999998,금천구
2107,유아약국,0900,0930,,,,,37.4645564,126.8985132,금천구
2108,시흥프라자약국,0830,2100,,,,,37.4594614,126.9047562,금천구
2109,윤경약국,0900,2000,,,,,37.4804972,126.90913909999998,금천구
2110,녹수프라자약국,0830,2200,0900,2200,0900,2200,37.4657159,126.9017801,금천구
2111,소망약국,0900,1900,,,,,37.469024700000006,126.9015078,금천구
2112,고원약국,,,,,1000,2100,37.47680220000001,126.8948117,금천구
2113,장수약국,0900,1700,,,,,37.4476076,126.902854,금천구
2114,한마음약국,0900,2030,,,,,37.45040529999999,126.90947340000001,금천구
2115,명신약국,0900,2200,,,,,37.451724799999994,126.9111676,금천구
2116,대한약국,0900,1800,,,,,37.4510893,126.90899440000001,금천구
2117,천우약국,,,,,0800,2030,37.519621,126.9072575,영등포구
2118,은하약국,,,,,,,37.5285649,126.9206085,영등포구
2119,소화약국,0800,1600,,,,,37.5227934,126.909975,영등포구
2120,금강온누리약국,0800,2230,,,,,37.517307200000005,126.90639309999999,영등포구
2121,지현약국,0900,2300,1000,2300,,,37.5136894,126.9222537,영등포구
2122,윤중약국,0900,2100,0900,2100,0900,2100,37.5213559,126.92497949999999,영등포구
2123,영등포21세기온누리약국,0900,2200,,,,,37.5276966,126.8984916,영등포구
2124,21세기신천지약국,0900,1800,,,,,37.5192465,126.9071001,영등포구
2125,대림약국,0730,1300,,,,,37.494375700000006,126.89881609999999,영등포구
2126,친절약국,0830,1530,,,0830,1330,37.5196474,126.9020388,영등포구
2127,명성약국,0900,1400,,,,,37.4935369,126.8988307,영등포구
2128,대성모약국,0830,1230,,,,,37.4904016,126.9072084,영등포구
2129,새성심약국,0900,2000,,,,,37.5369047,126.89621650000001,영등포구
2130,대교약국,0900,1400,,,,,37.519303,126.93148980000001,영등포구
2131,늘푸른이화약국,0830,1500,,,,,37.495155700000005,126.90907630000001,영등포구
2132,대림대학약국,0830,1300,,,,,37.492361700000004,126.90851310000001,영등포구
2133,백상약국,0900,1300,,,,,37.5216833,126.9265914,영등포구
2134,굿모닝약국,,,,,,,37.5190914,126.9309136,영등포구
2135,수인옵티마약국,0900,2000,,,,,37.5227312,126.88477890000001,영등포구
2136,고은약국,0900,1300,,,,,37.5305191,126.90434579999999,영등포구
2137,자성당약국,0900,2100,0900,1800,,,37.5639494,126.812495,강서구
2138,월성약국,0800,2100,0800,2100,,,37.531693100000005,126.83798370000001,강서구
2139,새은약국,1000,1900,,,,,37.555622799999995,126.8654244,강서구
2140,미동약국,1000,2100,1000,2100,,,37.5346186,126.83879250000001,강서구
2141,일심당약국,1000,2200,,,,,37.529210799999994,126.842671,강서구
2142,영보약국,0900,1630,,,,,37.563324200000004,126.8524946,강서구
2143,금비약국,0900,1900,,,,,37.55307620000001,126.87037590000001,강서구
2144,혜성약국,0900,2200,,,,,37.5432774,126.8447541,강서구
2145,성신약국,0900,2230,0900,2200,,,37.5330576,126.8589924,강서구
2146,동산온누리약국,0900,1900,,,,,37.555135899999996,126.86520320000001,강서구
2147,영일약국,0830,0830,,,,,37.5522268,126.8698341,강서구
2148,조광약국,0800,2100,,,,,37.5646817,126.81121680000001,강서구
2149,성혜약국,0900,2100,0900,2100,,,37.528034399999996,126.8421518,강서구
2150,미주약국,0900,2200,1800,2200,0900,2200,37.561687,126.8098122,강서구
2151,내인당약국,0900,1800,,,,,37.552746500000005,126.83606,강서구
2152,성신약국,0900,2230,0900,2200,,,37.549376,126.83407759999999,강서구
2153,태양약국,1000,2000,1000,2200,,,37.535377399999994,126.86148030000001,강서구
2154,강서연세약국,0800,1600,,,,,37.5544686,126.8520057,강서구
2155,한진약국,1000,2000,,,,,37.5480734,126.8431716,강서구
2156,국민약국,0900,1900,,,,,37.5318049,126.8580317,강서구
2157,늘푸른건강약국,0830,1600,,,,,37.4666594,126.89310149999999,금천구
2158,시민약국,0830,1800,,,,,37.4596667,126.90474640000002,금천구
2159,삼층약국,,,,,,,37.4515665,126.90214409999999,금천구
2160,구인약국,0830,1500,,,,,37.48036679999999,126.8790388,금천구
2161,푸른약국,,,,,,,37.4546126,126.9013332,금천구
2162,남문프라자약국,0830,2130,0900,2100,0900,2100,37.479834600000004,126.8824997,금천구
2163,중앙메디칼약국,1000,1500,,,,,37.4817399,126.8817895,금천구
2164,태평양약국,0900,2200,,,,,37.451230100000004,126.90882169999999,금천구
2165,하늘약국,0830,1400,,,,,37.45040529999999,126.90947340000001,금천구
2166,비즈메드약국,0900,1700,1000,1700,,,37.4530099,126.9017478,금천구
2167,성가약국,,,,,,,37.4778151,126.9055703,금천구
2168,현약국,,,,,,,37.4787264,126.88183559999999,금천구
2169,새연세약국,0900,1400,,,,,37.455088700000005,126.90563940000001,금천구
2170,건강플러스약국,1000,2230,,,1000,2230,37.468649299999996,126.8968106,금천구
2171,이든약국,,,,,,,37.4793464,126.87680970000001,금천구
2172,다원약국,,,,,,,37.4738411,126.90087209999999,금천구
2173,늘사랑온누리약국,,,,,,,37.4482342,126.91862979999999,금천구
2174,비타민약국,0830,2100,,,,,37.4623571,126.9088206,금천구
2175,청운약국,0900,1400,,,,,37.4877966,126.9050504,영등포구
2176,아람약국,0900,2000,,,,,37.4971296,126.9162989,영등포구
2177,산호약국,0830,2130,,,,,37.488938700000006,126.9058886,영등포구
2178,부용약국,0930,1700,,,,,37.489299100000004,126.90403229999998,영등포구
2179,선화온누리약국,1000,2100,1200,2100,1200,2100,37.5104348,126.91702839999999,영등포구
2180,대명약국,0930,2200,1400,2030,,,37.5142196,126.9069031,영등포구
2181,정제약국,0900,1800,,,,,37.5102179,126.8980631,영등포구
2182,해정약국,1000,1500,,,,,37.49370089999999,126.89862930000001,영등포구
2183,기림약국,,,,,,,37.4998657,126.90104029999999,영등포구
2184,우당약국,,,0800,2200,,,37.5181045,126.93297520000002,영등포구
2185,강서힐약국,0900,2000,,,0900,1800,37.5730174,126.808655,강서구
2186,공항메디칼약국,0900,1400,,,,,37.5570656,126.8423541,강서구
2187,녹십자약국,0900,2300,1400,2300,1400,2300,37.5557665,126.85715459999999,강서구
2188,감초약국,0900,2100,,,,,37.5312518,126.8472929,강서구
2189,웰빙국내선약국,0700,1900,0700,1900,0700,1950,37.555525,126.8067017,강서구
2190,365그린약국,,,,,,,37.5533911,126.8269055,강서구
2191,온누리성원약국,1000,1530,,,,,37.5714455,126.812633,강서구
2192,새한약국,0900,2200,1700,2200,,,37.5453501,126.8620483,강서구
2193,대생약국,0830,1200,,,,,37.541734999999996,126.83980690000001,강서구
2194,우림약국,0900,1500,,,,,37.5462134,126.8622513,강서구
2195,화평약국,0900,1500,,,,,37.5319389,126.86173959999999,강서구
2196,온누리용주약국,0830,2200,,,,,37.5308084,126.8526467,강서구
2197,참약국,,,,,,,37.479793900000004,126.90518870000001,금천구
2198,현대약국,,,,,,,37.469823999999996,126.89589,금천구
2199,미래팜약국,0900,1700,,,,,37.4725814,126.9033845,금천구
2200,한울약국,0830,1600,,,,,37.45913970000001,126.90484679999999,금천구
2201,행복한우리약국,,,,,,,37.4508071,126.90965290000001,금천구
2202,기분좋은약국,,,,,,,37.4541861,126.901205,금천구
2203,무림약국,0800,1800,,,,,37.4695765,126.89845430000001,금천구
2204,벽산프라자약국,0830,1530,,,,,37.4503206,126.9145594,금천구
2205,약나라약국,0830,1400,,,,,37.443308,126.90413729999999,금천구
2206,굿모닝약국,0900,2000,,,,,37.4795559,126.9041124,금천구
2207,독산종로약국,0900,2130,,,,,37.4788057,126.904051,금천구
2208,건강한약국,,,,,,,37.4796502,126.9044615,금천구
2209,녹십자약국,0900,2000,,,,,37.442602799999996,126.90397809999999,금천구
2210,별장약국,0900,2330,0900,2330,,,37.4491259,126.90820919999999,금천구
2211,한신코아약국,0900,1600,,,,,37.4564805,126.88804429999999,금천구
2212,생수약국,,,,,,,37.4562869,126.9036767,금천구
2213,정암산약국,0800,2200,0900,2200,,,37.451103700000004,126.90237579999999,금천구
2214,백산온누리약국,0900,1400,,,,,37.4503206,126.9145594,금천구
2215,토마스약국,0800,2200,0900,2200,0900,2200,37.4672831,126.8991085,금천구
2216,새남부약국,0930,2100,,,,,37.479895299999995,126.90562820000001,금천구
2217,이화약국,0830,2130,,,,,37.4722845,126.90265959999999,금천구
2218,대제일약국,,,,,,,37.4722711,126.90237490000001,금천구
2219,성심약국,0800,2100,0800,2100,0800,2100,37.4597989,126.9043307,금천구
2220,도영약국,,,,,,,37.462337,126.9091814,금천구
2221,삼명약국,0900,2000,,,,,37.4552006,126.9060514,금천구
2222,문성당약국,,,,,,,37.4658576,126.9045261,금천구
2223,명문당약국,0900,2200,,,1530,2130,37.455285700000005,126.900747,금천구
2224,신보생약국,,,,,0900,2000,37.4750233,126.9009644,금천구
2225,삼화약국,0800,2200,0800,2230,,,37.4500511,126.9040017,금천구
2226,경일약국,0900,1600,,,,,37.4580789,126.90025849999999,금천구
2227,명수약국,,,,,,,37.4727679,126.8994125,금천구
2228,형제약국,,,,,0900,2230,37.45120479999999,126.90872040000002,금천구
2229,온누리동아약국,0900,1900,,,,,37.4666524,126.89727179999998,금천구
2230,한중약국,0900,1800,,,,,37.4594495,126.9052277,금천구
2231,진한약국,0900,1500,,,,,37.4818785,126.88329909999999,금천구
2232,남문프라자약국,0830,2130,0900,2100,0900,2100,37.4725609,126.89865690000002,금천구
2233,대명약국,0900,1300,,,,,37.475897100000005,126.89804609999999,금천구
2234,에벤에셀온누리약국,0830,1500,,,,,37.45040529999999,126.90947340000001,금천구
2235,광장온누리약국,0830,1800,,,,,37.4508476,126.90867809999999,금천구
2236,마미약국,0830,1600,,,,,37.45040529999999,126.90947340000001,금천구
2237,온누리건강약국,0900,1700,,,,,37.4545575,126.90093279999999,금천구
2238,리더스약국,0830,1600,,,,,37.4803075,126.88419429999999,금천구
2239,은행나무약국,0930,1330,,,,,37.4516133,126.90836750000001,금천구
2240,한사랑약국,,,,,,,37.4557004,126.89613729999999,금천구
2241,예닮약국,0800,1800,0900,1300,0900,1300,37.469756,126.8975031,금천구
2242,금약국,,,,,,,37.4627891,126.9042905,금천구
2243,그린약국,,,,,,,37.4738291,126.9025805,금천구
2244,기분좋은약국,,,,,,,37.472628,126.89726090000002,금천구
2245,명수대약국,0900,2000,1000,2000,,,37.5069292,126.96152240000002,동작구
2246,럭키약국,,,,,,,37.527966299999996,126.92928559999999,영등포구
2247,약산약국,0900,2200,1030,2000,,,37.511275299999994,126.91446,영등포구
2248,바다약국,0900,1600,,,,,37.511883700000006,126.91516940000001,영등포구
2249,나눔약국,0900,1600,,,,,37.5117803,126.9219825,영등포구
2250,한강약국,0700,1700,,,,,37.5227934,126.909975,영등포구
2251,이레약국,0900,2000,,,,,37.490836200000004,126.90131059999999,영등포구
2252,서진약국,0900,1600,0900,1300,,,37.5022802,126.8963702,영등포구
2253,목화약국,0900,1800,,,,,37.5332076,126.8632455,강서구
2254,방화우리약국,0800,1400,,,,,37.53565510000001,126.84710630000001,강서구
2255,우진약국,0930,2200,,,,,37.533318200000004,126.85938449999999,강서구
2256,강서약국,0900,2200,,,0900,2200,37.5370133,126.86322050000001,강서구
2257,구암약국,0930,2130,,,,,37.5662269,126.85393970000001,강서구
2258,명문약국,0900,1600,,,,,37.5631529,126.85927720000001,강서구
2259,동성약국,0900,2100,,,,,37.579542100000005,126.8121795,강서구
2260,새서울약국,0900,1600,,,,,37.5633624,126.8514187,강서구
2261,비전약국,0900,1700,,,,,37.547251,126.8745264,강서구
2262,메디참사랑약국,1000,2200,,,,,37.5427391,126.8469305,강서구
2263,온누리세종약국,0930,2200,1400,1900,,,37.477694799999995,126.9780598,동작구
2264,신안약국,0900,2100,,,,,37.510031899999994,126.9399547,동작구
2265,원화약국,,,,,,,37.4880999,126.90998859999999,동작구
2266,대남약국,0900,2200,0900,2200,,,37.5020997,126.9369103,동작구
2267,에셀약국,0900,1630,,,,,37.4923219,126.91161890000001,동작구
2268,윤당약국,0900,1300,,,,,37.489073299999994,126.90699479999999,동작구
2269,상산약국,0900,2100,,,,,37.505577100000004,126.9611453,동작구
2270,은미약국,0900,2100,,,,,37.48254620000001,126.97308090000001,동작구
2271,대일약국,0900,2330,,,,,37.4876421,126.98063470000001,동작구
2272,동의당약국,0900,1800,,,,,37.49433079999999,126.91353259999998,동작구
2273,명인약국,0900,2200,1400,2000,,,37.4980298,126.9207304,동작구
2274,현명약국,0900,1600,,,,,37.5061519,126.9338345,동작구
2275,더블유약국,0900,1600,,,,,37.4990244,126.9507196,동작구
2276,이정원약국,1000,1300,,,,,37.4959339,126.93123020000002,동작구
2277,중앙프라자약국,0900,1600,,,,,37.504311799999996,126.93872250000001,동작구
2278,밝은미소약국,0900,1900,,,,,37.4843751,126.9723299,동작구
2279,윤경약국,,,,,,,37.4999244,126.92791740000001,동작구
2280,옵티마상도약국,0900,1700,,,,,37.4977217,126.95328119999999,동작구
2281,파랑새약국,0900,1400,,,,,37.499908500000004,126.9295462,동작구
2282,금성약국,0800,1400,,,,,37.480715999999994,126.9717164,동작구
2283,대방약국,0900,1430,,,,,37.5126967,126.9308125,동작구
2284,인화약국,0930,2100,1000,2100,,,37.5111191,126.9451481,동작구
2285,안일약국,0900,2100,,,,,37.497636,126.9347152,동작구
2286,신대방약국,0900,1600,,,,,37.4998542,126.92921899999999,동작구
2287,맑은샘약국,0900,1600,,,,,37.507317799999996,126.94013559999999,동작구
2288,은하온누리약국,0930,1600,,,,,37.488699600000004,126.96247930000001,동작구
2289,제중당건강약국,,,,,,,37.484608,126.98163819999999,동작구
2290,대림온누리약국,0800,1800,,,,,37.4905936,126.9081838,동작구
2291,샬롬약국,,,,,,,37.499410100000006,126.93122029999999,동작구
2292,제일약국,1000,1800,1500,2030,,,37.5041589,126.92253429999998,동작구
2293,중문약국,0900,1600,,,,,37.5076963,126.961548,동작구
2294,신세계약국,0800,1700,,,,,37.4851008,126.9804872,동작구
2295,호약국,0900,2100,0900,2100,,,37.5335165,126.8359459,양천구
2296,제성약국,0900,2000,1100,1900,,,37.5395496,126.8660131,양천구
2297,신왕약국,0900,2100,1230,2000,,,37.5335416,126.82673559999999,양천구
2298,메디팜금성약국,0900,2100,,,,,37.533534,126.8251585,양천구
2299,호성약국,0900,2100,,,,,37.5194211,126.85588899999999,양천구
2300,경민약국,,,,,,,37.5158174,126.84069469999999,양천구
2301,승주약국,0900,2100,,,,,37.525147499999996,126.8591887,양천구
2302,동신약국,0900,1800,,,,,37.5228841,126.8731753,양천구
2303,상마약국,0900,1800,1030,1730,1030,1730,37.5232563,126.87582250000001,양천구
2304,제민약국,0900,1700,,,,,37.5291128,126.8367328,양천구
2305,세왕약국,0900,1700,,,,,37.517124200000005,126.8532692,양천구
2306,일준약국,,,,,,,37.5220241,126.8429393,양천구
2307,심지약국,0900,1900,,,,,37.5255776,126.85940049999999,양천구
2308,메디팜장약국,0930,1500,,,,,37.5087833,126.86605800000001,양천구
2309,동일프라자약국,0900,1600,,,,,37.5125546,126.83810509999999,양천구
2310,내외약국,0900,1300,1000,1300,1000,1300,37.5182365,126.84177269999999,양천구
2311,경남약국,0900,2130,,,,,37.539193,126.8794362,양천구
2312,박약국,0900,1600,,,,,37.5483859,126.86469209999998,양천구
2313,한솔약국,0900,1630,,,,,37.515275200000005,126.86230159999998,양천구
2314,행림약국,,,,,,,37.5149985,126.8725405,양천구
2315,샘약국,0900,1700,,,,,37.53953189999999,126.82749040000002,양천구
2316,보람약국,0800,2100,,,0900,2000,37.5443602,126.87052549999999,양천구
2317,온누리인지약국,0900,2100,,,,,37.526399100000006,126.86367690000002,양천구
2318,경희메디칼약국,0900,1400,,,,,37.5319838,126.8320121,양천구
2319,모아약국,0900,1600,,,,,37.5322672,126.83224299999999,양천구
2320,온누리은혜약국,0900,1600,,,,,37.5255435,126.8588557,양천구
2321,성심약국,,,,,1000,2000,37.5462365,126.87736399999999,양천구
2322,영민약국,0830,1430,0900,1430,0900,1430,37.534594399999996,126.88470179999999,양천구
2323,백십자약국,0900,2000,1200,2000,,,37.5185063,126.84291440000001,양천구
2324,문화약국,0900,1800,,,,,37.518581899999994,126.8357594,양천구
2325,메디칼중앙약국,0830,1500,,,,,37.5466114,126.873496,양천구
2326,우주약국,0930,2000,,,,,37.5216609,126.86765279999999,양천구
2327,엘림약국,0900,1900,,,,,37.5104441,126.8640104,양천구
2328,목동세계로약국,0900,2100,,,0900,2100,37.522705,126.8766195,양천구
2329,제일약국,0900,2000,,,,,37.5394109,126.865738,양천구
2330,푸른약국,1200,1900,,,,,37.518809000000005,126.86360990000001,양천구
2331,서강약국,0900,2000,,,,,37.5465882,126.87182609999999,양천구
2332,목동약국,0900,1600,,,,,37.525718700000006,126.863194,양천구
2333,온누리은혜약국,0900,1600,,,,,37.513814700000005,126.854201,양천구
2334,월드약국,0900,2100,,,,,37.5359255,126.87797909999999,양천구
2335,삼주약국,0900,1600,,,,,37.522279299999994,126.8747591,양천구
2336,홍일태평양약국,0830,2030,,,,,37.5290277,126.86361550000001,양천구
2337,행복한약국,0900,1600,,,,,37.5026898,126.8626537,양천구
2338,예주약국,0900,1500,,,,,37.5363389,126.878533,양천구
2339,무지개약국,0830,1600,1030,1430,,,37.5485637,126.8636902,양천구
2340,아주약국,0900,1400,,,,,37.518117100000005,126.84245890000001,양천구
2341,경희자연한약국,,,,,,,37.524621999999994,126.8413979,양천구
2342,강약국,0900,1300,,,,,37.5400275,126.83358840000001,양천구
2343,새롬약국,0830,1800,,,,,37.5225964,126.845348,양천구
2344,신성약국,0900,2000,,,,,37.4987476,126.95181699999999,동작구
2345,사당소화약국,0900,1800,1030,1700,1300,1700,37.4983838,126.9210091,동작구
2346,화천약국,0900,1700,,,,,37.4864761,126.98156759999999,동작구
2347,세브란스약국,0800,2200,,,,,37.485381700000005,126.980359,동작구
2348,상아온누리약국,0830,1600,0900,1300,,,37.497624200000004,126.94394240000001,동작구
2349,아름약국,0900,2200,,,,,37.503358500000004,126.9610166,동작구
2350,진원약국,0900,2000,,,,,37.510319700000004,126.9360913,동작구
2351,새중앙약국,,,,,,,37.498745299999996,126.94366310000001,동작구
2352,효성약국,0900,1500,,,,,37.5049292,126.93883819999999,동작구
2353,대영약국,0900,1800,,,0900,1300,37.5077227,126.9492564,동작구
2354,정성약국,0900,1800,,,,,37.507186700000005,126.92463980000001,동작구
2355,신우약국,0900,2100,,,1000,2100,37.4885253,126.9787716,동작구
2356,미소약국,0830,1600,,,,,37.541241299999996,126.9489446,마포구
2357,건강약국,0900,1300,,,,,37.5600542,126.9032887,마포구
2358,참마음약국,0930,1600,,,,,37.551401899999995,126.9159153,마포구
2359,미래팜약국,0900,1800,,,1000,1600,37.5567005,126.92414369999999,마포구
2360,아름다운약국,0830,2100,1000,1900,,,37.5515099,126.96191709999998,마포구
2361,연세한우리약국,0900,1600,,,,,37.552294599999996,126.93350190000001,마포구
2362,성지약국,0900,1600,,,,,37.556757700000006,126.9215307,마포구
2363,태평양약국,0900,2400,0900,2400,0900,2400,37.5527992,126.92396780000001,마포구
2364,굿모닝약국,0930,1500,,,,,37.5770922,126.89137590000001,마포구
2365,연세한우리약국,0900,1600,,,,,37.557472499999996,126.9050107,마포구
2366,호산나약국,0900,1500,,,,,37.5477668,126.9328852,마포구
2367,명치약국,0900,2100,,,,,37.543305200000006,126.9572295,마포구
2368,독일약국,0900,2100,,,,,37.5410027,126.95098929999999,마포구
2369,근화사약국,0900,1900,,,,,37.544797100000004,126.95384550000001,마포구
2370,정아약국,0900,2100,0900,2100,,,37.5481148,126.9181538,마포구
2371,대영약국,0900,2100,,,,,37.5674329,126.91060390000001,마포구
2372,메디팜덕인약국,0830,1700,1000,1700,,,37.556853600000004,126.9513783,마포구
2373,바다약국,0900,1400,,,,,37.5598815,126.91630520000001,마포구
2374,더블유스토어연세약국,0900,1700,0830,1230,0830,1230,37.5575783,126.91510490000002,마포구
2375,현정약국,0900,1400,,,,,37.5620361,126.92708,마포구
2376,메디팜신마포약국,0900,1600,,,,,37.5465423,126.93179479999999,마포구
2377,한유약국,0830,1430,,,,,37.5476075,126.94202340000001,마포구
