번호,약국명,일요일 시작,일요일 종료,위도,경도,구별
539,아이메디칼약국,900,1700,37.6070666,127.0299269,성북구
540,365구생약국,1000,2200,37.611212,126.9287196,은평구
541,소나무약국,1000,2200,37.6466623,127.0709672,노원구
542,솔빛동양약국,1400,2000,37.4873002,127.051556,강남구
543,창대온누리약국,1000,2200,37.5485227,126.8651393,양천구
544,삼희약국,900,1300,37.5264555,126.965707,용산구
545,밝은미소약국,900,2000,37.4861035,126.9472808,관악구
546,가까운약국,900,1330,37.4861035,126.9472808,관악구
547,서리풀약국,1000,1800,37.4864621,127.0209426,서초구
548,한성약국,900,1400,37.5094191,127.0130498,서초구
549,엄약국,1000,2000,37.5712497,127.002988,종로구
550,은평자연약국,1400,2100,37.6130966,126.9143849,은평구
551,곰돌이스타약국,900,1700,37.491914,126.9904974,서초구
552,서초제일약국,1100,2000,37.4839396,126.9955549,서초구
553,종로5가미래약국,900,2000,37.5711718,127.0012401,종로구
554,매일여는온누리약국,900,2400,37.5046802,127.0877732,송파구
555,송파제일약국,1300,1900,37.5114778,127.1126195,송파구
556,가산약국,830,1830,37.4760881,126.8931252,금천구
557,365일팜코리아약국,1000,2100,37.6698686,127.0432761,도봉구
558,창신사랑온누리약국,1000,1300,37.5768766,127.0152236,종로구
559,난곡비타민약국,900,1900,37.4749083,126.9166153,관악구
560,천사약국,800,1900,37.5494023,126.9143203,마포구
561,조약국,1000,2200,37.5745108,127.0387578,동대문구
562,민트약국,1000,2200,37.4982529,126.8727381,구로구
563,종로온누리약국,830,2100,37.5718452,127.0104775,종로구
564,뉴프라임약국,900,2200,37.5096463,127.1238934,송파구
565,마장백화점약국,800,2300,37.576145,127.0387254,동대문구
566,해든튼튼약국,900,1300,37.4772734,127.1273388,송파구
567,교보약국,930,1800,37.4812977,126.9534075,관악구
568,잔소리약국,1200,1900,37.5792296,126.9874697,종로구
569,유연약국,1400,1600,37.5549336,127.0367427,성동구
570,테헤란건강약국,1500,2100,37.5035313,127.0510544,강남구
571,수태평양약국,900,2100,37.4979909,126.856915,구로구
572,가까운약국,900,2100,37.50267,126.9359036,동작구
573,에메랄드약국,1000,2200,37.5168147,127.0221321,강남구
574,이화약국,830,1830,37.5115117,127.0123435,서초구
575,365열린약국,1000,2300,37.4864085,126.9472347,관악구
576,연세우리약국,900,2100,37.5607123,127.0359967,성동구
577,대원사약국,1000,2000,37.6013476,127.0779816,중랑구
578,세곡온누리약국,900,2300,37.466266,127.1167873,강남구
579,신길약국,800,1800,37.5124559,126.9169347,영등포구
580,보건당약국,900,2100,37.4898771,126.8903719,구로구
581,보라매천사약국,1400,1800,37.4923628,126.9253318,관악구
582,하나약국,1000,1900,37.6421637,126.9217915,은평구
583,가든건강약국,1000,1700,37.4774017,127.1225141,송파구
584,인정약국,930,1300,37.4912666,126.8404118,구로구
585,원당프라자약국,1100,1130,37.4753367,126.9657279,관악구
586,스마트약국,1030,2600,37.5674458,127.0080556,중구
587,정릉열린약국,1630,2200,37.6083314,127.0103319,성북구
588,아현파란문약국,1200,1800,37.5577978,126.9554328,서대문구
589,태평양온누리약국,830,2100,37.5212075,126.8558538,양천구
590,정성약국,900,1330,37.5755998,127.0476069,동대문구
591,크로바약국,830,1830,37.5897489,127.0622531,동대문구
592,서초메이플약국,1730,2130,37.4867122,127.031016,서초구
593,365열린약국,900,2200,37.4938656,126.8581879,구로구
594,조일약국,1400,2200,37.5863513,127.0096594,성북구
595,강동정문약국,1300,1700,37.5367598,127.1347602,강동구
596,마트온누리약국,1000,2330,37.5257763,126.8703272,양천구
597,생각하는약국,1700,2000,37.4473672,127.0553225,서초구
598,굿약국,1200,2200,37.5638919,126.9849166,중구
599,망원온누리약국,900,1300,37.5559132,126.9098266,마포구
600,맑은약국,900,1300,37.6350842,126.923615,은평구
601,하이팜약국,1100,1900,37.6375145,126.9177904,은평구
602,코코약국,1100,2100,37.5658831,126.9839659,중구
603,경희고황약국,1000,1900,37.5931286,127.0524226,동대문구
604,문정우리들약국,1000,1500,37.4857813,127.1203619,송파구
605,정성온누리약국,900,1400,37.5549336,127.0367427,성동구
606,라파온누리약국,900,2030,37.634,127.0416651,도봉구
607,천지당약국,1000,1800,37.4907935,126.9074899,영등포구
608,별약국,900,1300,37.5529212,127.011717,중구
609,고연뿌리약국,900,2200,37.5060582,127.0033885,서초구
610,중앙제일약국,1000,2100,37.5221439,126.8745405,양천구
611,명동하이약국,1200,2300,37.5648596,126.9844949,중구
612,라온365온누리약국,900,1900,37.5412582,126.8400723,강서구
613,옵티마서울약국,900,1300,37.5554652,126.9737482,중구
614,백세약국,900,2100,37.5484242,127.1360287,강동구
615,압구정예주약국,900,2230,37.5084658,127.0271657,강남구
616,홍릉종로약국,900,1900,37.5854154,127.0432315,동대문구
617,우리들위생약국,900,1800,37.5896747,127.0619789,동대문구
618,노들약국,1000,2100,37.5134185,126.944644,동작구
619,예사랑약국,1200,1800,37.5173454,126.985164,용산구
620,합정파란문약국,1200,2100,37.5495927,126.9121968,마포구
621,보현약국,900,1500,37.5001686,126.9147011,영등포구
622,승보약국,1000,1900,37.5702859,126.9956971,종로구
623,현대온누리약국,900,2100,37.5184105,126.9778566,용산구
624,덕수약국,900,1200,37.6066393,127.0955549,중랑구
625,새암온누리약국,1200,1800,37.6356724,127.0238758,강북구
626,엄마약국,900,1300,37.6156615,127.0305429,강북구
