index,x축,y축
1011,37.6137379,127.0490497
1012,37.5864523,127.0288645
1013,37.6008657,127.0344041
1014,37.5913563,127.0118804
1015,37.589226,127.0047762
1016,37.6186219,127.007307
1017,37.6096532,127.0579961
1018,37.6087671,127.0080315
1019,37.6047095,127.0230189
1020,37.6224066,127.0510463
1021,37.6023816,127.0158976
1022,37.5960946,127.0147609
1023,37.6023642,127.0129568
1024,37.5813213,127.0272635
1025,37.609229,127.0094988
1026,37.6063569,127.0364216
1027,37.6149829,127.0581203
1028,37.5860788,127.0281414
1029,37.6130847,127.0499505
1030,37.6020315,127.0193099
1031,37.5887999,127.0075685
1032,37.6035028,127.0165918
1033,37.6126112,127.0687734
1034,37.6037955,127.0424366
1035,37.6056686,127.0277597
1036,37.6025504,127.0415568
1037,37.6134841,127.0487539
1038,37.6049787,127.0117342
1039,37.6079911,126.9995757
1040,37.5913697,127.0129491
1041,37.5986032,127.0340755
1042,37.5906234,127.0170138
1043,37.6114424,127.0355496
1044,37.6106816,127.0196517
1045,37.6088922,127.0290304
1046,37.6082173,127.009835
1047,37.6008239,127.0125842
1048,37.614328,127.0412482
1049,37.5795045,127.0227529
1050,37.6111094,127.0089574
1051,37.6085892,127.0294443
1052,37.6017142,127.0404475
1053,37.6029449,127.0420987
1054,37.6088755,127.0625114
1055,37.6060571,127.0112884
1056,37.5941984,127.0158956
1057,37.6103526,127.056892
1058,37.5943929,127.0185915
1059,37.6087512,127.0096762
1060,37.6134978,127.0504505
1061,37.6091364,127.0589517
1062,37.5941167,127.0182044
1063,37.6088141,127.0100922
1064,37.5836522,127.0206052
1065,37.5897133,127.0096862
1066,37.5947663,127.0104379
1067,37.6228267,127.048397
1068,37.602671,127.0236243
1069,37.602119,127.0332133
1070,37.5866336,127.0181024
1071,37.6139691,127.0430979
1072,37.5980785,127.0145949
1073,37.5920455,127.0131678
1074,37.6134257,127.0488883
1075,37.5973535,127.0188961
1076,37.5947663,127.0104379
1077,37.5932927,127.0181507
1078,37.6010514,127.0368411
1079,37.6084565,127.0100969
1080,37.6184231,127.045679
1081,37.5854352,127.0101732
1082,37.593141,127.0170328
1083,37.6003369,127.033539
1084,37.5889646,127.0063694
1085,37.5922201,127.0161572
1086,37.6128009,127.064621
1087,37.6030106,127.022741
1088,37.6132249,127.050139
1089,37.6132531,127.0498351
1090,37.5989002,127.0342472
1091,37.601907,127.0334836
1092,37.6051317,127.0188453
1093,37.6026385,127.0417572
1094,37.6092663,127.0524388
1095,37.6025992,127.0314248
1096,37.5978472,127.034613
1097,37.6070225,127.0610963
1098,37.5983468,127.0214341
1099,37.6085518,127.052219
1100,37.6573275,127.0282084
1101,37.6812007,127.0451599
1102,37.6613533,127.0273354
1103,37.6446407,127.0290468
1104,37.652697,127.0513307
1105,37.6545867,127.0374533
1106,37.6519148,127.0457356
1107,37.6619155,127.032153
1108,37.6573275,127.0282084
1109,37.6666244,127.0383407
1110,37.6367761,127.0408964
1111,37.6482352,127.0332541
1112,37.6575166,127.0388707
1113,37.6845102,127.0435008
1114,37.6655892,127.0373509
1115,37.6665065,127.0340554
1116,37.6712793,127.046696
1117,37.6344359,127.0428605
1118,37.6373693,127.0373922
1119,37.653293,127.0407996
1120,37.6583568,127.0134898
1121,37.6252516,127.0268782
1122,37.6455548,127.0246236
1123,37.6402575,127.0260208
1124,37.6335818,127.0173297
1125,37.6275628,127.0252507
1126,37.6309788,127.0239633
1127,37.631354,127.0219451
1128,37.6183622,127.0210925
1129,37.6347859,127.0220395
1130,37.6485459,127.0138531
1131,37.6188313,127.0314249
1132,37.6340838,127.0155046
1133,37.6131057,127.0303835
1134,37.6255649,127.0242244
1135,37.6417806,127.0165044
1136,37.6358289,127.015698
1137,37.6266157,127.023924
1138,37.6261161,127.0180103
1139,37.630752,127.0229047
1140,37.6363298,127.0227421
1141,37.626833,127.025582
1142,37.6253944,127.0163884
1143,37.6295659,127.0176488
1144,37.646729,127.0176891
1145,37.6408138,127.0189941
1146,37.615033,127.0348836
1147,37.6412127,127.016581
1148,37.6452213,127.0158234
1149,37.6221584,127.0198046
1150,37.6193356,127.0206844
1151,37.6200734,127.0179583
1152,37.6302064,127.0224133
1153,37.6400855,127.0122653
1154,37.5661696,126.8126749
1155,37.6384682,127.025711
1156,37.6413468,127.0252553
1157,37.6264586,127.0453644
1158,37.6388715,127.0219678
1159,37.6345356,127.0176038
1160,37.6452801,127.0205002
1161,37.6243923,127.0272372
1162,37.6251016,127.0185515
1163,37.6413568,127.0171185
1164,37.6182462,127.0253678
1165,37.6456717,127.0208985
1166,37.6252952,127.0261504
1167,37.6279004,127.0399432
1168,37.6305217,127.0234878
1169,37.6125471,127.033347
1170,37.6361629,127.0311309
1171,37.6629357,127.0122947
1172,37.6193356,127.0206844
1173,37.6119275,127.0350427
1174,37.628666,127.0396808
1175,37.6311034,127.0238891
1176,37.6296629,127.0168545
1177,37.6370888,127.0251761
1178,37.6119461,127.0354377
1179,37.64905,127.0141274
1180,37.6262448,127.0258219
1181,37.6347643,127.0225859
1182,37.6322927,127.013805
1183,37.6418633,127.0237563
1184,37.6246572,127.0320574
1185,37.6576224,127.0133681
1186,37.6284375,127.039396
1187,37.6201236,127.011237
1188,37.6208981,127.0203739
1189,37.6375172,127.0246811
1190,37.6418002,127.0290963
1191,37.6378951,127.0303005
1192,37.6348099,127.0287567
1193,37.6252206,127.0322019
1194,37.6199188,127.0128244
1195,37.626145,127.0471414
1196,37.6367563,127.0248519
1197,37.6200027,127.0194285
1198,37.63784,127.0250315
1199,37.6142301,127.0208782
1200,37.6445033,127.0160504
1201,37.6403262,127.0286736
1202,37.6316673,127.0244074
1203,37.6252348,127.0259382
1204,37.6102114,127.032111
1205,37.6435514,127.0222838
1206,37.6249579,127.0187199
1207,37.6224102,127.0300782
1208,37.6336327,127.0339656
1209,37.6347992,127.0355831
1210,37.6459822,127.0195505
1211,37.6245804,127.0470877
1212,37.6479885,127.0161631
1213,37.6194388,127.029147
1214,37.6201043,127.0182139
1215,37.6125465,127.0304248
1216,37.6285615,127.0400174
1217,37.6548105,127.012748
1218,37.642233,127.0226931
1219,37.6366711,127.0121088
1220,37.622225,127.0281875
1221,37.6318977,127.0180758
1222,37.6409791,127.0170963
1223,37.6428022,127.0220137
1224,37.6283655,127.03985
1225,37.6135473,127.0343421
1226,37.6201668,127.0212908
1227,37.6204284,127.0287354
1228,37.6193356,127.0206844
1229,37.6450138,127.0154612
1230,37.6193922,127.0154764
1231,37.6366255,127.0131235
1232,37.6202986,127.018925
1233,37.6386636,127.0270104
1234,37.6309481,127.0175434
1235,37.6303678,127.023074
1236,37.6162721,127.0295201
1237,37.6321131,127.0383199
1238,37.6258469,127.0268455
1239,37.6197695,126.9233216
1240,37.6235788,127.0268196
1241,37.6147974,127.0293444
1242,37.6289207,127.0393082
1243,37.6367746,127.0238931
1244,37.6287781,127.0391752
1245,37.633884,127.0315693
1246,37.6350823,127.0228933
1247,37.6224102,127.0300782
1248,37.6265615,127.023502
1249,37.6474713,127.0143239
1250,37.6452328,127.0153586
1251,37.6302521,127.02423
1252,37.6451106,127.0199495
1253,37.6441578,127.0228334
1254,37.6260494,127.0266005
1255,37.6601553,127.0419115
1256,37.6474337,127.0344022
1257,37.6571794,127.0483916
1258,37.6479302,127.0339708
1259,37.6625218,127.032467
1260,37.6388915,127.0380921
1261,37.6488436,127.0352587
1262,37.6500827,127.0251933
1263,37.6654506,127.0422515
1264,37.6520293,127.0467461
1265,37.6679862,127.0470453
1266,37.6584113,127.0325759
1267,37.65249,127.0471165
1268,37.6389141,127.0377802
1269,37.6391474,127.0382089
1270,37.683731,127.04954
1271,37.6526996,127.0469574
1272,37.6724695,127.0463475
1273,37.6393497,127.0384816
1274,37.6380868,127.0373172
1275,37.6377693,127.0376091
1276,37.6742906,127.0432545
1277,37.6483346,127.0318578
1278,37.6480986,127.0340695
1279,37.6554878,127.0369135
1280,37.6660674,127.0367746
1281,37.6529434,127.0506023
1282,37.6686519,127.0320859
1283,37.649242,127.0509338
1284,37.6857879,127.0479503
1285,37.6457382,127.0531088
1286,37.6652699,127.0425179
1287,37.6674182,127.0411018
1288,37.6544377,127.0377487
1289,37.6511681,127.050345
1290,37.6582748,127.0410177
1291,37.647795,127.0338558
1292,37.6648915,127.0423018
1293,37.6679862,127.0470453
1294,37.6485806,127.0350548
1295,37.6457729,127.030316
1296,37.6423565,127.0375024
1297,37.6581169,127.0325037
1298,37.6338197,127.0412029
1299,37.6583229,127.0358637
1300,37.6615025,127.0413853
1301,37.644323,127.029417
1302,37.6696209,127.0432872
1303,37.6471372,127.0302257
1304,37.6486098,127.0343291
1305,37.6777094,127.0447308
1306,37.6655115,127.0355644
1307,37.655638,127.015593
1308,37.6760073,127.0439455
1309,37.6535673,127.0504176
1310,37.6689818,127.0438146
1311,37.6563598,127.0387723
1312,37.638711,127.0384977
1313,37.6583968,127.0400754
1314,37.6401154,127.0391323
1315,37.6675664,127.0454944
1316,37.6478375,127.0347482
1317,37.662151,127.0339543
1318,37.6583229,127.0358637
1319,37.651399,127.0458986
1320,37.683639,127.0456218
1321,37.6622557,127.0344199
1322,37.6579398,127.038498
1323,37.6710366,127.0410938
1324,37.6490235,127.0358842
1325,37.640261,127.0399723
1326,37.6652786,127.0357363
1327,37.6717809,127.0463258
1328,37.6478375,127.0347482
1329,37.670555,127.0817974
1330,37.6647538,127.0680815
1331,37.6264058,127.0788436
1332,37.6774161,127.054858
1333,37.6705404,127.0787699
1334,37.6498393,127.0612839
1335,37.6575352,127.0639274
1336,37.6428027,127.0664601
1337,37.6597817,127.0731906
1338,37.6464986,127.0688377
1339,37.6308761,127.0610421
1340,37.6574623,127.0786935
1341,37.628695,127.052266
1342,37.6708273,127.0799769
1343,37.6802689,127.0548694
1344,37.6678798,127.0590436
1345,37.6493794,127.0813895
1346,37.6534006,127.0598701
1347,37.6332505,127.0656144
1348,37.6282522,127.0719634
1349,37.6491661,127.0624018
1350,37.6244076,127.0655937
1351,37.6580408,127.0713479
1352,37.649198,127.0769575
1353,37.6324854,127.0609448
1354,37.6497561,127.0819708
1355,37.6152064,127.0651538
1356,37.6592041,127.070208
1357,37.6358789,127.072937
1358,37.6644871,127.0739187
1359,37.6229497,127.0753054
1360,37.6214621,127.0590116
1361,37.6563873,127.0696141
1362,37.6267357,127.0511204
1363,37.6354318,127.0644563
1364,37.6271512,127.0791017
1365,37.6612726,127.0726949
1366,37.6196709,127.074629
1367,37.6406859,127.0681273
1368,37.6510283,127.0772272
1369,37.656501,127.0619072
1370,37.6393876,127.0642707
1371,37.6543814,127.0636656
1372,37.6244964,127.0729685
1373,37.6493643,127.0622837
1374,37.6486688,127.0618482
1375,37.6256517,127.087321
1376,37.6493827,127.0615412
1377,37.6180201,127.0751875
1378,37.6225799,127.074346
1379,37.6590511,127.0728631
1380,37.6616707,127.0706215
1381,37.6347792,127.069563
1382,37.6233344,127.0795612
1383,37.6362238,127.0727956
1384,37.622599,127.0595456
1385,37.6229119,127.0611616
1386,37.6149164,127.0640383
1387,37.6562713,127.0624069
1388,37.6714129,127.0799686
1389,37.6347792,127.069563
1390,37.6233407,127.0830434
1391,37.670193,127.0797411
1392,37.6260131,127.0724217
1393,37.653461,127.0584074
1394,37.6569462,127.0675943
1395,37.6530156,127.0613085
1396,37.656415,127.0645739
1397,37.6871064,127.0529209
1398,37.6252771,127.079689
1399,37.6641776,127.0664226
1400,37.6589601,127.0614785
1401,37.6184726,127.0626469
1402,37.6465989,127.0595501
1403,37.6611031,127.0708473
1404,37.6503706,127.0763141
1405,37.663022,127.0661367
1406,37.6387354,127.0624762
1407,37.6548001,127.0642032
1408,37.6354318,127.0644563
1409,37.6566575,127.0625433
1410,37.665027,127.0580074
1411,37.664031,127.0669209
1412,37.6542324,127.0617
1413,37.6542729,127.062154
1414,37.6207817,127.0836072
1415,37.62644,127.0619091
1416,37.6231186,127.0790416
1417,37.666624,127.0576052
1418,37.6503505,127.0770883
1419,37.6543031,127.0626624
1420,37.6176466,127.0685939
1421,37.6498393,127.0612839
1422,37.6357088,127.0700952
1423,37.6663531,127.0569603
1424,37.6535305,127.0603489
1425,37.671993,127.0567903
1426,37.6393876,127.0642707
1427,37.6543031,127.0626624
1428,37.6499858,127.0769999
1429,37.658168,127.0741219
1430,37.6576842,127.0616951
1431,37.6508113,127.0759834
1432,37.6484591,127.0619869
1433,37.6597817,127.0731906
1434,37.6780617,127.0557023
1435,37.6503706,127.0763141
1436,37.6542772,127.0575947
1437,37.653461,127.0584074
1438,37.6393876,127.0642707
1439,37.6265367,127.0496774
1440,37.6155161,127.0643253
1441,37.6189554,127.0786421
1442,37.6279793,127.080272
1443,37.6244076,127.0655937
1444,37.6777959,127.0549155
1445,37.6668466,127.056826
1446,37.6578283,127.0627077
1447,37.6711378,127.0572274
1448,37.6325296,127.0517095
1449,37.6152227,127.0648194
1450,37.6535305,127.0603489
1451,37.6146462,127.0634799
1452,37.6631716,127.0770146
1453,37.6521367,127.0723076
1454,37.6595401,127.0755952
1455,37.6541572,127.0614199
1456,37.6248635,127.0717529
1457,37.6686255,127.0533712
1458,37.6466975,127.0657247
1459,37.6668721,127.057533
1460,37.6284481,127.0706445
1461,37.6548486,127.0619133
1462,37.6462981,127.0817618
1463,37.6152064,127.0651538
1464,37.6647538,127.0680815
1465,37.6354318,127.0644563
1466,37.6650599,127.0572782
1467,37.6508762,127.0618329
1468,37.6334882,127.0709511
1469,37.6648563,127.0670284
1470,37.6285574,127.0549083
1471,37.6578765,127.0678819
1472,37.6517697,127.0608811
1473,37.6358507,127.0696878
1474,37.6734792,127.0521159
1475,37.6647842,127.0654255
1476,37.6650599,127.0572782
1477,37.6563387,127.0622277
1478,37.671993,127.0567903
1479,37.6514194,127.0765413
1480,37.6244076,127.0655937
1481,37.6347792,127.069563
1482,37.6308761,127.0610421
1483,37.6253856,127.0857632
1484,37.6278856,127.0715329
1485,37.6281456,127.0711343
1486,37.6429841,127.0742628
1487,37.6702425,127.080772
1488,37.6516789,127.0767715
1489,37.6667778,127.0782009
1490,37.6503706,127.0763141
1491,37.6545399,127.0629813
1492,37.6630871,127.0732549
1493,37.6190212,126.9225779
1494,37.6180763,126.9216265
1495,37.5899586,126.9168724
1496,37.5966956,126.909729
1497,37.6198352,126.9161242
1498,37.6180937,126.9203746
1499,37.6113309,126.9285117
1500,37.5982273,126.9109953
1501,37.6001478,126.9218332
1502,37.609312,126.9312261
1503,37.6100692,126.9297768
1504,37.6449369,126.9275838
1505,37.5967123,126.9091965
1506,37.6106089,126.9286818
1507,37.5824001,126.8955044
1508,37.6008456,126.9326779
1509,37.6228138,126.9188609
1510,37.5811571,126.9054122
1511,37.6045657,126.9067737
1512,37.6004752,126.9237458
1513,37.5849327,126.8986632
1514,37.6111456,126.9177851
1515,37.6025028,126.92843
1516,37.582862,126.8945103
1517,37.6083851,126.9131996
1518,37.5986173,126.9099999
1519,37.5999333,126.9231069
1520,37.612751,126.9152122
1521,37.6248863,126.928461
1522,37.6056872,126.9103486
1523,37.5822188,126.8962566
1524,37.6103,126.9303863
1525,37.5831253,126.9060322
1526,37.6247869,126.9289167
1527,37.6025176,126.9184016
1528,37.6213708,126.9135158
1529,37.5846238,126.9098428
1530,37.5908007,126.9158513
1531,37.5984114,126.9135689
1532,37.6002297,126.9230132
1533,37.6119564,126.91561
1534,37.5936882,126.9199505
1535,37.611011,126.9219822
1536,37.6146841,126.910949
1537,37.6118206,126.9326399
1538,37.6183796,126.9212902
1539,37.5939416,126.9183004
1540,37.5889101,126.9122973
1541,37.6060449,126.9182723
1542,37.6251234,126.9156543
1543,37.6111105,126.9168115
1544,37.5909663,126.9171103
1545,37.62111,126.9251758
1546,37.6000879,126.9225713
1547,37.6234309,126.9194399
1548,37.6140373,126.9101803
1549,37.6007199,126.9256844
1550,37.6055544,126.910303
1551,37.5990664,126.9104339
1552,37.588696,126.9120434
1553,37.6022175,126.9155396
1554,37.6201217,126.9228147
1555,37.6113086,126.9175811
1556,37.6100692,126.9297768
1557,37.6206572,126.9191096
1558,37.5881694,126.9165032
1559,37.6157371,126.9137496
1560,37.5837873,126.9092266
1561,37.5985012,126.9104047
1562,37.5867277,126.9164063
1563,37.6075588,126.9214488
1564,37.5852749,126.9088301
1565,37.5867485,126.8998503
1566,37.615976,126.9331231
1567,37.6082987,126.9205762
1568,37.6007721,126.9229069
1569,37.6199895,126.9199824
1570,37.6231885,126.9174678
1571,37.595786,126.9090979
1572,37.6205481,126.9196855
1573,37.5911057,126.9469472
1574,37.5810703,126.9356344
1575,37.5772302,126.9232234
1576,37.5829033,126.9122387
1577,37.589583,126.9427214
1578,37.5904267,126.9433685
1579,37.5781645,126.909766
1580,37.5563281,126.9353504
1581,37.5649655,126.9656672
1582,37.5977916,126.9463774
1583,37.5672354,126.9304975
1584,37.5747709,126.9267377
1585,37.567786,126.9318956
1586,37.5644183,126.9674824
1587,37.5817153,126.9143426
1588,37.5821633,126.9236109
1589,37.568678,126.9189239
1590,37.5803862,126.9114024
1591,37.5854915,126.9510174
1592,37.577328,126.9242647
1593,37.5776948,126.9102269
1594,37.5629788,126.9313779
1595,37.564089,126.9389809
1596,37.5915662,126.9408137
1597,37.5814341,126.9368033
1598,37.5785766,126.9366673
1599,37.5992141,126.9476675
1600,37.5697026,126.9205211
1601,37.5592048,126.9371136
1602,37.5671646,126.9649112
1603,37.5954357,126.946106
1604,37.5773941,126.9211391
1605,37.5815031,126.912824
1606,37.5557016,126.9364107
1607,37.5585055,126.9280304
1608,37.5924628,126.9432378
1609,37.5663222,126.9307483
1610,37.5909613,126.9425864
1611,37.5599321,126.9500267
1612,37.5128829,126.9364655
1613,37.4884033,126.9781039
1614,37.491172,126.9249803
1615,37.5048483,126.9507636
1616,37.5071231,126.9622493
1617,37.4999898,126.9325522
1618,37.4903581,126.9706841
1619,37.4896278,126.9806032
1620,37.5116284,126.9543935
1621,37.5095787,126.929865
1622,37.5000072,126.9306938
1623,37.5899136,126.9432138
1624,37.568416,126.9324095
1625,37.5577749,126.9564155
1626,37.5671033,126.9296369
1627,37.5682728,126.9318184
1628,37.5920702,126.9422627
1629,37.5677541,126.9313583
1630,37.5691407,126.9157352
1631,37.5818394,126.9364896
1632,37.5665374,126.9254703
1633,37.519666,126.8436646
1634,37.5221403,126.8333183
1635,37.519078,126.836814
1636,37.5345944,126.8847018
1637,37.524959,126.8642146
1638,37.5199263,126.8359467
1639,37.5026898,126.8626537
1640,37.5226597,126.8330806
1641,37.5332326,126.8328287
1642,37.5080448,126.8443359
1643,37.5150053,126.8616021
1644,37.5317197,126.8366618
1645,37.5293136,126.8751264
1646,37.5180156,126.8422161
1647,37.513202,126.8555044
1648,37.5287385,126.8634366
1649,37.5493676,126.8668987
1650,37.5168111,126.8714669
1651,37.5264257,126.8639152
1652,37.5416341,126.8310446
1653,37.5273464,126.864459
1654,37.5198225,126.8595752
1655,37.5264725,126.8633454
1656,37.5157195,126.861193
1657,37.5225415,126.845161
1658,37.5186074,126.8374321
1659,37.5281527,126.8757457
1660,37.5303713,126.8378899
1661,37.5200495,126.8603161
1662,37.532863,126.86414
1663,37.5188009,126.8737695
1664,37.5284195,126.8632435
1665,37.5246508,126.8720117
1666,37.5466136,126.8741014
1667,37.528288,126.8637127
1668,37.5324062,126.8334548
1669,37.5224188,126.8446844
1670,37.543827,126.8706445
1671,37.5245504,126.8730122
1672,37.5173729,126.8653092
1673,37.5082423,126.8645166
1674,37.519014,126.8427731
1675,37.5286034,126.8632463
1676,37.4984455,126.9336632
1677,37.5002137,126.9323092
1678,37.5111691,126.9446011
1679,37.4923628,126.9253318
1680,37.4853912,126.9811402
1681,37.5877692,126.9494761
1682,37.559022,126.9366306
1683,37.560681,126.9412601
1684,37.5570255,126.9462895
1685,37.5592006,126.9367515
1686,37.5883255,126.9450717
1687,37.561935,126.9559014
1688,37.5587229,126.9372291
1689,37.5668425,126.963932
1690,37.5659531,126.9298842
1691,37.5912271,126.9404822
1692,37.5818741,126.9502326
1693,37.5703688,126.9135791
1694,37.5737772,126.9196449
1695,37.5632642,126.9436651
1696,37.5850354,126.9474505
1697,37.5818166,126.9358604
1698,37.5555413,126.9362297
1699,37.5766627,126.9230414
1700,37.5209859,126.8546558
1701,37.5322159,126.8641159
1702,37.5210264,126.8521472
1703,37.5373376,126.8848476
1704,37.5219398,126.8335375
1705,37.5026898,126.8626537
1706,37.5391003,126.8663254
1707,37.5345944,126.8847018
1708,37.5415737,126.8317326
1709,37.5302083,126.8732314
1710,37.5217128,126.8340954
1711,37.5370333,126.8804914
1712,37.5369691,126.8714743
1713,37.524127,126.8762326
1714,37.4912431,126.9240825
1715,37.4878141,126.9126138
1716,37.5009476,126.9499507
1717,37.5041889,126.9223665
1718,37.5065872,126.9621719
1719,37.5049188,126.9411015
1720,37.4831361,126.9737738
1721,37.4986686,126.9283504
1722,37.4832665,126.9732338
1723,37.5131457,126.9380262
1724,37.4906638,126.9083761
1725,37.5043703,126.9415277
1726,37.4888159,126.9067362
1727,37.4771402,126.9811313
1728,37.4848855,126.9698976
1729,37.4977767,126.9218287
1730,37.4853928,126.9813335
1731,37.5694584,126.9151024
1732,37.576336,126.913249
1733,37.5991138,126.9481378
1734,37.5915152,126.9449836
1735,37.5579024,126.9569763
1736,37.5925844,126.947368
1737,37.5993605,126.9486213
1738,37.5861499,126.9464328
1739,37.5757437,126.915567
1740,37.5757437,126.915567
1741,37.5763376,126.9145067
1742,37.5711215,126.9603397
1743,37.5910168,126.943453
1744,37.5771368,126.9236471
1745,37.5647724,126.966349
1746,37.5591405,126.9366765
1747,37.5661106,126.9658596
1748,37.5726526,126.9093869
1749,37.581817,126.9508662
1750,37.5825448,126.9127364
1751,37.5611337,126.9417087
1752,37.5891117,126.9440279
1753,37.5726526,126.9093869
1754,37.56942,126.9627643
1755,37.5953053,126.9447195
1756,37.5574449,126.9533337
1757,37.5558225,126.9379347
1758,37.5579643,126.9564276
1759,37.5899136,126.9432138
1760,37.5763376,126.9145067
1761,37.5818394,126.9364896
1762,37.5726526,126.9093869
1763,37.5556612,126.9371368
1764,37.5642551,126.9503079
1765,37.5726526,126.9093869
1766,37.5757437,126.915567
1767,37.5775325,126.928617
1768,37.578603,126.9295187
1769,37.4948031,126.8994273
1770,37.5160898,126.8967856
1771,37.5332091,126.9037114
1772,37.5384576,126.8941456
1773,37.4941204,126.8993615
1774,37.5492426,126.867394
1775,37.532893,126.8264709
1776,37.5313955,126.8373162
1777,37.5301925,126.8378508
1778,37.5466283,126.8720586
1779,37.5352163,126.8283365
1780,37.5241644,126.8703368
1781,37.5106116,126.841826
1782,37.5487096,126.8643069
1783,37.5457623,126.8711007
1784,37.5366781,126.8676181
1785,37.5154827,126.8613901
1786,37.5375978,126.8282551
1787,37.5348522,126.8281453
1788,37.5319894,126.8645549
1789,37.5483491,126.8665826
1790,37.5133702,126.829922
1791,37.5487588,126.8640211
1792,37.5222137,126.8338093
1793,37.5026898,126.8626537
1794,37.5462957,126.8738369
1795,37.5198014,126.8487425
1796,37.5184214,126.8735659
1797,37.5139921,126.8320256
1798,37.5355702,126.8787085
1799,37.518635,126.8739405
1800,37.5026898,126.8626537
1801,37.5371561,126.8269664
1802,37.5257763,126.8703272
1803,37.5281527,126.8757457
1804,37.5139921,126.8320256
1805,37.5274468,126.8715522
1806,37.5373376,126.8848476
1807,37.5495131,126.8640379
1808,37.5130036,126.92244
1809,37.519882,126.9066395
1810,37.502874,126.9211481
1811,37.5202334,126.9014985
1812,37.5067403,126.9094654
1813,37.5139257,126.9176431
1814,37.490197,126.9064198
1815,37.5128196,126.8949176
1816,37.5290955,126.8984405
1817,37.5219225,126.9084593
1818,37.5272691,126.8972885
1819,37.5546516,127.1557517
1820,37.5503207,127.145546
1821,37.5342642,127.1328451
1822,37.55718,127.1689667
1823,37.5378069,127.1273094
1824,37.5465058,127.1428215
1825,37.5379796,127.1237397
1826,37.5350396,127.1441442
1827,37.5340506,127.1404715
1828,37.535489,127.134836
1829,37.5312336,127.1263066
1830,37.535489,127.134836
1831,37.5489931,127.155261
1832,37.5563679,127.1419695
1833,37.5579445,127.1688891
1834,37.5455667,127.1332936
1835,37.5290395,127.1453951
1836,37.5607165,126.8461057
1837,37.5484086,126.8502744
1838,37.5547857,126.8542236
1839,37.5444596,126.838056
1840,37.5652643,126.8123383
1841,37.5584359,126.8547981
1842,37.5335091,126.837202
1843,37.5584159,126.8563581
1844,37.5339548,126.8385415
1845,37.531527,126.8580857
1846,37.5520232,126.8359897
1847,37.5783299,126.8110723
1848,37.5397112,126.8341286
1849,37.5544448,126.8682026
1850,37.574644,126.8189919
1851,37.5528831,126.850922
1852,37.5635275,126.8434171
1853,37.5121492,126.9183723
1854,37.5215817,126.9072758
1855,37.498291,126.9069035
1856,37.5085758,126.9003381
1857,37.508426,126.8994445
1858,37.5063336,126.9107957
1859,37.5053094,126.905367
1860,37.5162749,126.9056469
1861,37.5243153,126.8851693
1862,37.5375784,126.8954112
1863,37.4997882,126.9006513
1864,37.5469547,127.13433
1865,37.5397441,127.1232777
1866,37.5530573,127.1724614
1867,37.5345896,127.1377746
1868,37.5290395,127.1453951
1869,37.5314992,127.1255477
1870,37.550153,127.1461512
1871,37.5313786,127.1486292
1872,37.550711,127.1274543
1873,37.545688,127.1436208
1874,37.5340445,127.139632
1875,37.5552152,127.1403292
1876,37.540006,127.1266501
1877,37.5412988,127.1299177
1878,37.5356924,127.1340676
1879,37.5467951,127.1716237
1880,37.5422503,127.1308866
1881,37.5538095,127.1439127
1882,37.5385711,127.1405837
1883,37.5670963,127.176331
1884,37.5649565,126.8519975
1885,37.5327324,126.8463842
1886,37.5486456,126.8360242
1887,37.5635612,126.8547253
1888,37.5703714,126.8474442
1889,37.5625549,126.851679
1890,37.5207606,126.926893
1891,37.5208329,126.9312858
1892,37.5117947,126.9036695
1893,37.532993,126.8386876
1894,37.5774208,126.812426
1895,37.5731229,126.8117935
1896,37.5424559,126.8441342
1897,37.5635376,126.8520193
1898,37.5490534,126.8358062
1899,37.5607165,126.8461057
1900,37.5522331,126.8496882
1901,37.541223,126.8398771
1902,37.5324851,126.8631625
1903,37.5334987,126.8460658
1904,37.5342897,126.8383326
1905,37.5121312,126.9203441
1906,37.5214625,126.9306592
1907,37.4998635,126.9110152
1908,37.5159914,126.9041262
1909,37.5961883,126.9089505
1910,37.6005485,126.9189476
1911,37.611782,126.9314614
1912,37.6044098,126.9239269
1913,37.5927754,126.9134663
1914,37.605103,126.9248422
1915,37.6213933,126.9271983
1916,37.553266,127.1547657
1917,37.5284371,127.1454439
1918,37.5365511,127.134689
1919,37.535489,127.134836
1920,37.5414627,127.1301387
1921,37.5458999,127.1436331
1922,37.5283515,127.1457028
1923,37.5255262,127.1348628
1924,37.5381679,127.1262834
1925,37.5380392,127.1398045
1926,37.5546439,127.1536659
1927,37.5276178,127.1270604
1928,37.5280284,127.1358397
1929,37.560928,126.8468189
1930,37.5728854,126.8104004
1931,37.534489,126.8377989
1932,37.5611045,126.8463464
1933,37.5774208,126.812426
1934,37.5727064,126.8118624
1935,37.5417916,126.8391543
1936,37.5719611,126.8102385
1937,37.5475603,126.8333353
1938,37.5671777,126.8428807
1939,37.5338281,126.8471333
1940,37.5587995,126.8430159
1941,37.5496273,126.8777658
1942,37.5432355,126.8384665
1943,37.5874194,126.9186314
1944,37.5999349,126.9227944
1945,37.605264,126.9102789
1946,37.6000838,126.9164154
1947,37.6107977,126.9174752
1948,37.6158354,126.9240817
1949,37.5807648,126.9055674
1950,37.5868083,126.920376
1951,37.5836106,126.8932739
1952,37.5826319,126.8950458
1953,37.6052307,126.9106701
1954,37.6082109,126.9250761
1955,37.5932433,126.9210519
1956,37.6350842,126.923615
