index,x축,y축
225,37.5339773,126.9503783
226,37.5208556,126.969841
227,37.5651883,127.0542199
228,37.5481357,127.0195978
229,37.5459875,127.0541717
230,37.5422885,127.0181535
231,37.5559126,127.0290958
232,37.5453477,127.0542691
233,37.5645052,127.0535335
234,37.5409152,127.017273
235,37.5578253,127.027423
236,37.568672,127.0320307
237,37.5486405,127.0169238
238,37.5470841,127.0204569
239,37.5446009,127.0568847
240,37.5477346,127.0212111
241,37.5603662,127.0326803
242,37.5373854,127.0552025
243,37.5496091,127.0305367
244,37.5609396,127.0467953
245,37.55893,127.0368788
246,37.5675093,127.0447
247,37.5514251,127.0678489
248,37.5643966,127.0342344
249,37.5543052,127.0198293
250,37.565353,127.0510529
251,37.5584629,127.0333014
252,37.561807,127.0534725
253,37.5377259,127.0523751
254,37.5483577,127.0210592
255,37.5500942,127.0670382
256,37.5658906,127.0516845
257,37.5483928,127.0656494
258,37.5366054,127.0586204
259,37.5522839,127.0191451
260,37.562166,127.0321884
261,37.5431159,127.0545112
262,37.553085,127.0206749
263,37.5607155,127.0293549
264,37.5456801,127.0449742
265,37.5388191,127.0473621
266,37.5462198,127.0533607
267,37.5483086,127.0228581
268,37.546083,127.0449815
269,37.5648266,127.0356936
270,37.5549336,127.0367427
271,37.5403071,127.0626079
272,37.5468233,127.0546783
273,37.544524,127.065004
274,37.5481659,127.0194469
275,37.5440067,127.0566082
276,37.5626248,127.0541074
277,37.5677999,127.0506845
278,37.5498685,127.0162524
279,37.5401176,127.0163862
280,37.5695013,127.0424514
281,37.5483946,127.0213722
282,37.5366902,127.0575116
283,37.5578253,127.027423
284,37.5559126,127.0290958
285,37.5598989,127.0415624
286,37.5644667,127.0280634
287,37.5484002,127.065896
288,37.563656,127.0315919
289,37.5469942,127.019942
290,37.5691167,126.9758034
291,37.5543862,127.0112822
292,37.5554652,126.9737482
293,37.5547032,127.0146066
294,37.5659102,127.0217363
295,37.5582103,127.0129023
296,37.5658906,126.9955864
297,37.5608077,126.9781378
298,37.5674783,126.9884121
299,37.5631536,126.9900202
300,37.5614986,126.9963924
301,37.5538063,127.0106776
302,37.5651142,126.9839311
303,37.5655788,127.0226258
304,37.5618648,126.9954763
305,37.5673583,126.9851356
306,37.5677054,127.0081654
307,37.5639754,127.0074496
308,37.5645675,126.989099
309,37.5603762,126.9822522
310,37.5644667,126.9887924
311,37.5626929,126.9740067
312,37.5600735,127.0146083
313,37.5635275,127.0203865
314,37.5654047,127.0203223
315,37.5708733,127.0213284
316,37.5615498,126.9999797
317,37.5589269,126.9633161
318,37.5555868,127.0103564
319,37.5613555,127.0159351
320,37.567054,126.9795309
321,37.5547663,127.020345
322,37.5579026,127.0412869
323,37.562867,127.0320718
324,37.5471557,127.0547872
325,37.5469252,127.0489711
326,37.5594683,127.0404632
327,37.5695013,127.0424514
328,37.5462755,127.0440499
329,37.5668125,127.0307405
330,37.5442232,127.049225
331,37.5612833,127.0345304
332,37.5658317,127.043053
333,37.5452446,127.0570452
334,37.5581317,127.0354448
335,37.5374152,127.0550935
336,37.5418197,127.0102397
337,37.5665375,127.033025
338,37.5599294,127.0413198
339,37.5699322,127.0378204
340,37.5422258,127.0141937
341,37.5638949,127.0528315
342,37.5475722,127.0227172
343,37.56325,127.0419088
344,37.5605018,127.0352728
345,37.5612833,127.0345304
346,37.5551685,127.0361451
347,37.5621482,127.0379421
348,37.5399389,127.0531674
349,37.5597894,127.0412831
350,37.5547663,127.020345
351,37.5483456,127.021881
352,37.562356,127.0355794
353,37.5384827,127.0549567
354,37.5239994,126.9595629
355,37.5484879,126.9632638
356,37.5395573,126.9610667
357,37.5413682,126.9732953
358,37.5505381,126.9749622
359,37.527235,126.9996098
360,37.5495356,126.9772925
361,37.5497544,126.9772702
362,37.5324418,127.0056444
363,37.5281743,126.9969404
364,37.5343544,126.9748409
365,37.5492865,126.9696739
366,37.5520885,126.9740944
367,37.5457359,126.9816695
368,37.5340717,126.9954204
369,37.5326037,126.9715237
370,37.5260339,127.0007787
371,37.5253122,126.9630427
372,37.5252623,126.9645526
373,37.540691,126.9680666
374,37.5393363,126.9891681
375,37.5282487,126.9991845
376,37.5328154,126.9525533
377,37.5258693,126.964413
378,37.5334471,126.9558212
379,37.5388389,126.9887403
380,37.5403801,126.9916499
381,37.5466117,126.9781133
382,37.5380677,126.9676185
383,37.5278378,126.9545621
384,37.5511934,126.9631267
385,37.5259629,126.9969671
386,37.5348108,126.9610793
387,37.5493399,126.979872
388,37.5493399,126.979872
389,37.5251804,126.9632255
390,37.526054,126.955375
391,37.5373337,126.959441
392,37.5200093,126.974467
393,37.5392214,126.9575013
394,37.5185208,126.9760327
395,37.5338365,126.9939277
396,37.5350006,126.9614535
397,37.5327895,126.9978498
398,37.5443581,126.9718771
399,37.5458724,126.9850682
400,37.5465566,126.9817466
401,37.5447824,126.9682535
402,37.5485958,126.9761431
403,37.5263534,127.0009509
404,37.5334283,126.96217
405,37.5542065,126.96878
406,37.5532727,126.9752699
407,37.5349173,126.9595617
408,37.542057,126.9720038
409,37.5185268,126.9806796
410,37.5331082,127.0043174
411,37.5454408,126.9734986
412,37.5271282,127.0002912
413,37.525979,126.9999321
414,37.535578,126.9617453
415,37.5353038,126.9605882
416,37.5459866,126.9849365
417,37.5512938,126.9625504
418,37.5388038,126.9662754
419,37.5490645,126.9704658
420,37.5331871,127.004804
421,37.5441666,126.9725451
422,37.5332529,127.0041741
423,37.5178481,126.9729615
424,37.5185268,126.9806796
425,37.5338278,127.0081333
426,37.5312119,126.9990419
427,37.5288539,126.9640447
428,37.537118,126.9728863
429,37.5338278,127.0081333
430,37.5336693,127.0056881
431,37.5485224,126.9701903
432,37.5209017,126.9693336
433,37.5500585,126.9771133
434,37.535578,126.9617453
435,37.5447285,126.9716774
436,37.5371206,127.0550961
437,37.5604966,127.0671383
438,37.5625432,127.0356732
439,37.5484405,127.0180117
440,37.5605018,127.0352728
441,37.5679274,127.0372769
442,37.5389705,127.053647
443,37.5554834,127.0244633
444,37.5374541,127.0540995
445,37.5644318,127.03094
446,37.5364772,127.0598396
447,37.548016,127.022123
448,37.5616976,127.0342907
449,37.5495276,127.0471998
450,37.5663079,127.0369547
451,37.5437104,127.0152436
452,37.5465935,127.0142975
453,37.5627213,127.0334331
454,37.5643933,127.0305274
455,37.5292073,127.0826062
456,37.5413156,127.0972239
457,37.5680939,127.0826253
458,37.5547091,127.0932641
459,37.5333663,127.0810719
460,37.556859,127.0902274
461,37.5496508,127.0705803
462,37.5357006,127.0830019
463,37.5432911,127.069075
464,37.536277,127.0637797
465,37.5335454,127.0750379
466,37.5518092,127.0924029
467,37.5376448,127.0836627
468,37.5370474,127.0843546
469,37.5330173,127.0668957
470,37.5359613,127.0652252
471,37.5407323,127.0673778
472,37.5539877,127.088284
473,37.535713,127.0672072
474,37.54004,127.0893896
475,37.5424307,127.0984665
476,37.5445831,127.089744
477,37.5575556,127.0876678
478,37.5423046,127.1004789
479,37.5413346,127.0951087
480,37.5316997,127.0855186
481,37.5507515,127.07087
482,37.5579478,127.087586
483,37.5562652,127.091045
484,37.5587779,127.0880762
485,37.5578764,127.0801202
486,37.5583698,127.0773061
487,37.5369205,127.0828693
488,37.5407606,127.0958071
489,37.5358837,127.0655509
490,37.5402721,127.0704942
491,37.5349372,127.0957088
492,37.53513,127.0836561
493,37.5542181,127.0887146
494,37.5373373,127.0976724
495,37.535315,127.0933914
496,37.5632341,127.0800193
497,37.5373373,127.0976724
498,37.556089,127.0722071
499,37.5406496,127.0714118
500,37.5513382,127.092086
501,37.5483939,127.0689754
502,37.5570759,127.0806518
503,37.5424578,127.1019051
504,37.5325759,127.0679308
505,37.5559761,127.0815142
506,37.5483453,127.0693268
507,37.569915,127.0833275
508,37.5389211,127.0668052
509,37.5644562,127.0807479
510,37.5557086,127.0879167
511,37.5361735,127.0832134
512,37.5640246,127.0800526
513,37.5708961,127.0705258
514,37.592893,127.0523712
515,37.5807176,127.0516323
516,37.5803516,127.0395726
517,37.5873161,127.0605535
518,37.5833859,127.0489751
519,37.5816765,127.0380611
520,37.5930245,127.0514693
521,37.5690724,127.0641391
522,37.5727927,127.0321687
523,37.58237,127.0389081
524,37.5691642,127.0686829
525,37.5801522,127.0376572
526,37.5624663,127.0656615
527,37.5780803,127.0579298
528,37.5797451,127.0364635
529,37.5816797,127.0387856
530,37.5792487,127.0414525
531,37.5795899,127.0364361
532,37.5783918,127.0371331
533,37.603145,127.0663863
534,37.5785148,127.04339
535,37.571297,127.0584909
536,37.5794912,127.0380269
537,37.5790375,127.0367523
538,37.5790375,127.0367523
539,37.5728009,127.0721334
540,37.5764921,127.0604586
541,37.5748739,127.0458603
542,37.5779006,127.0569845
543,37.5764921,127.0604586
544,37.5966208,127.0670655
545,37.5947355,127.0635256
546,37.5900409,127.0564928
547,37.578799,127.0365697
548,37.5769494,127.057249
549,37.5815693,127.0713759
550,37.5755717,127.0307629
551,37.5865089,127.0425098
552,37.5724575,127.0730343
553,37.5714281,127.0704615
554,37.5714281,127.0704615
555,37.5798533,127.0395688
556,37.5631754,127.0661145
557,37.5761308,127.0257857
558,37.5946019,127.06521
559,37.5762079,127.0579229
560,37.5833298,127.04437
561,37.5696393,127.0746744
562,37.5787759,127.0427062
563,37.5749243,127.0402955
564,37.5957733,127.062481
565,37.5717875,127.0659911
566,37.5829069,127.0439995
567,37.5369745,127.0840194
568,37.5510506,127.091475
569,37.5447592,127.0859475
570,37.5323013,127.0789862
571,37.5325759,127.0679308
572,37.5655638,127.0837883
573,37.5329216,127.0759214
574,37.558749,127.0874835
575,37.5685558,127.0825823
576,37.5507957,127.0712191
577,37.5398369,127.0948552
578,37.5381006,127.0966199
579,37.53173,127.0811803
580,37.5402806,127.0950196
581,37.5357613,127.0832739
582,37.5404666,127.0701365
583,37.5373796,127.0830368
584,37.5665539,127.0817964
585,37.5584161,127.0875532
586,37.5575847,127.0881598
587,37.5434818,127.0699485
588,37.5536888,127.0772936
589,37.5401601,127.0631631
590,37.5380896,127.0830383
591,37.5566812,127.0789171
592,37.5356875,127.0821274
593,37.5405784,127.0676377
594,37.5512746,127.0916681
595,37.5406496,127.0714118
596,37.5348046,127.0830672
597,37.55648,127.0821135
598,37.5417731,127.0844371
599,37.5406496,127.0714118
600,37.5340989,127.0718551
601,37.5359204,127.0638158
602,37.5342607,127.0712387
603,37.5354769,127.0691462
604,37.5387765,127.0710831
605,37.5530647,127.0933881
606,37.5384843,127.0822938
607,37.5410879,127.0679154
608,37.5360976,127.0658209
609,37.5394892,127.0938116
610,37.5532257,127.0932345
611,37.5582889,127.0741028
612,37.545492,127.0854056
613,37.5453662,127.0705543
614,37.5542743,127.0754224
615,37.5647419,127.0813387
616,37.5483553,127.1076331
617,37.5711854,127.0832089
618,37.5562337,127.0792995
619,37.5371574,127.0757428
620,37.5413939,127.0684333
621,37.5333713,127.0933675
622,37.5557741,127.1109118
623,37.5478286,127.0703155
624,37.5474493,127.0688343
625,37.5514462,127.0709836
626,37.5451101,127.0884521
627,37.5433638,127.1044585
628,37.5386521,127.0666286
629,37.5593302,127.0879574
630,37.5319122,127.0860817
631,37.557367,127.0763836
632,37.5315504,127.082306
633,37.563742,127.0798704
634,37.5364209,127.0780699
635,37.5448201,127.0854319
636,37.5383305,127.0751022
637,37.5683296,127.0824617
638,37.5358584,127.0608781
639,37.5599128,127.0873221
640,37.5333713,127.0933675
641,37.5541728,127.0882138
642,37.5445971,127.0892289
643,37.5323375,127.0857348
644,37.5686408,127.0829741
645,37.5403028,127.0886554
646,37.5328731,127.0918619
647,37.5818766,127.0369648
648,37.5790246,127.0374895
649,37.5810728,127.0369548
650,37.5783915,127.0678514
651,37.5764921,127.0604586
652,37.5813076,127.0376877
653,37.5818392,127.0387915
654,37.5734302,127.031128
655,37.5820019,127.0380863
656,37.5774366,127.0374431
657,37.5657836,127.0547489
658,37.5813823,127.0368987
659,37.5784759,127.0379449
660,37.5754498,127.0725715
661,37.5717813,127.0718257
662,37.5664033,127.0538275
663,37.5809284,127.0446905
664,37.5754254,127.0413147
665,37.57925,127.0367428
666,37.5829686,127.0357517
667,37.566059,127.0560618
668,37.5649987,127.0644719
669,37.5784356,127.0686456
670,37.5795419,127.0705689
671,37.5962528,127.0614841
672,37.5764921,127.0604586
673,37.5764234,127.0313417
674,37.5753558,127.0722987
675,37.5763524,127.0484204
676,37.5631981,127.0585327
677,37.5820032,127.047128
678,37.5792334,127.037026
679,37.5977584,127.0613622
680,37.5774111,127.0682949
681,37.5660714,127.0680604
682,37.5746491,127.0579255
683,37.5752378,127.0377488
684,37.5719615,127.0709178
685,37.5792928,127.0479007
686,37.5625732,127.0657394
687,37.5812346,127.0295471
688,37.5641036,127.0652211
689,37.5799289,127.0376692
690,37.57853,127.0699928
691,37.5804538,127.0379579
692,37.5929726,127.0517361
693,37.5654041,127.0552947
694,37.5821038,127.0380907
695,37.5674369,127.0523757
696,37.5901586,127.0617577
697,37.5639777,127.0651344
698,37.5810728,127.0369548
699,37.561838,127.0667684
700,37.5771864,127.0584936
701,37.5831894,127.0436211
702,37.561672,127.0663936
703,37.5983704,127.0611642
704,37.5973066,127.0609749
705,37.5793176,127.036409
706,37.572432,127.0677377
707,37.5785555,127.0581978
708,37.5678257,127.0722868
709,37.5786419,127.0370789
710,37.5799289,127.0376692
711,37.5668809,127.0599194
712,37.563491,127.0667173
713,37.593166,127.0520303
714,37.5820032,127.047128
715,37.5792013,127.0391628
716,37.5695496,127.0639792
717,37.5731726,127.0570656
718,37.5823346,127.0301736
719,37.5727219,127.0235637
720,37.5705001,127.048076
721,37.6001632,127.0576277
722,37.5674369,127.0523757
723,37.5749819,127.0469616
724,37.5999747,127.0685006
725,37.5794752,127.042044
726,37.5795287,127.03744
727,37.5795466,127.0371986
728,37.5696393,127.0746744
729,37.5900607,127.056608
730,37.5886993,127.039069
731,37.6028181,127.0662952
732,37.5822117,127.0382829
733,37.57462,127.0600372
734,37.5771864,127.0584936
735,37.5808541,127.0447549
736,37.5799135,127.03645
737,37.5784597,127.0369477
738,37.5721179,127.0698325
739,37.5800248,127.0381593
740,37.5798634,127.0368232
741,37.579178,127.042949
742,37.5800248,127.0381593
743,37.5656711,127.0671202
744,37.5991151,127.0615546
745,37.5776745,127.0473337
746,37.5739764,127.0578649
747,37.5789529,127.0369911
748,37.577946,127.0362761
749,37.591809,127.0674123
750,37.5777425,127.0418273
751,37.5984506,127.0618484
752,37.5977325,127.0608291
753,37.5791902,127.0431288
754,37.6033642,127.0622216
755,37.5730322,127.0724396
756,37.5843298,127.0375876
757,37.5753938,127.0548231
758,37.5987061,127.0613458
759,37.5827657,127.0301126
760,37.5833481,127.0447377
761,37.5809574,127.0368374
762,37.6053992,127.0644317
763,37.5933774,127.0524342
764,37.5795899,127.0364361
765,37.571834,127.0710802
766,37.5788332,127.067993
767,37.5685662,127.0662102
768,37.5843139,127.050091
769,37.5978511,127.0608967
770,37.5848069,127.0373165
771,37.5824674,127.0685954
772,37.5895839,127.0623447
773,37.582623,127.0356803
774,37.5669453,127.0569279
775,37.5916719,127.0665908
776,37.5726861,127.0740254
777,37.5671656,127.0627469
778,37.6032986,127.0655384
779,37.5887474,127.0626484
780,37.5841265,127.0494197
781,37.5958423,127.0618743
782,37.5815898,127.0712284
783,37.6031017,127.0667232
784,37.5747392,127.0243151
785,37.5728637,127.071407
786,37.5768175,127.0579944
787,37.5971262,127.0610666
788,37.5671259,127.0604755
789,37.5788629,127.0501263
790,37.579225,127.0374258
791,37.5827694,127.0393853
792,37.5764206,127.0300092
793,37.5950333,127.0654073
794,37.5907555,127.062493
795,37.6031008,127.0622951
796,37.5792013,127.0391628
797,37.5764921,127.0604586
798,37.5959976,127.0996279
799,37.5943209,127.076782
800,37.5941162,127.1010389
801,37.5902172,127.0933555
802,37.613849,127.0759618
803,37.5954471,127.072406
804,37.5906831,127.0775448
805,37.6118939,127.0780553
806,37.5950066,127.1002367
807,37.5868935,127.0803384
808,37.6064225,127.078833
809,37.5997094,127.0802804
810,37.5927763,127.0861271
811,37.606667,127.077139
812,37.5958659,127.0759351
813,37.5904003,127.097621
814,37.5820949,127.0893396
815,37.5728557,127.0842231
816,37.5826915,127.088645
817,37.6174917,127.0821762
818,37.5858508,127.0772059
819,37.5887997,127.0780968
820,37.57648,127.0840293
821,37.5891928,127.0968961
822,37.5875034,127.0754905
823,37.5757506,127.0856017
824,37.6157539,127.0937534
825,37.5809912,127.0877125
826,37.5870221,127.0801931
827,37.5993968,127.0968566
828,37.6002845,127.1046815
829,37.5989941,127.0979317
830,37.5916509,127.0773347
831,37.6006921,127.1080593
832,37.5831702,127.0867009
833,37.5952924,127.0795806
834,37.5995978,127.0981633
835,37.5871469,127.0813023
836,37.5911829,127.080408
837,37.589608,127.0870355
838,37.5957651,127.0998618
839,37.593212,127.0748661
840,37.6074927,127.0779907
841,37.5925298,127.0868775
842,37.6121738,127.0782512
843,37.5956471,127.0993966
844,37.6163947,127.0926039
845,37.5831286,127.086912
846,37.6036689,127.0959545
847,37.581279,127.0886917
848,37.5810218,127.0935553
849,37.5970688,127.0818303
850,37.5373118,126.8366869
851,37.5898184,127.0904706
852,37.5807324,127.0891977
853,37.5807655,127.0894112
854,37.5881721,127.0878977
855,37.6020457,127.079699
856,37.5986192,127.0876071
857,37.6169286,127.0791814
858,37.584155,127.0868111
859,37.6168083,127.0881722
860,37.5995459,127.0977381
861,37.6076181,127.0965284
862,37.6002096,127.1009916
863,37.5931567,127.0741342
864,37.5997479,127.0985839
865,37.5936739,127.0766563
866,37.5893952,127.0970828
867,37.5960691,127.0999045
868,37.5831897,127.0886458
869,37.5942226,127.0857969
870,37.57973,127.0871629
871,37.5998337,127.0979
872,37.588644,127.0880912
873,37.589312,127.0869757
874,37.5902506,127.0970091
875,37.6013932,127.0799108
876,37.5971532,127.0757912
877,37.601742,127.081304
878,37.6118464,127.0949754
879,37.5988336,127.0773921
880,37.6026897,127.0859232
881,37.5987063,127.0941165
882,37.5982954,127.076905
883,37.5939234,127.0749298
884,37.6050157,127.0768321
885,37.5880043,127.0872917
886,37.6121854,127.0770867
887,37.6121758,127.0787337
888,37.5794549,127.087121
889,37.5861628,127.0858004
890,37.6064082,127.0946811
891,37.6006531,127.0799788
892,37.6062275,127.0941465
893,37.6099904,127.0973447
894,37.6077156,127.0967934
895,37.5803938,127.0881817
896,37.6075202,127.0939949
897,37.594685,127.0900173
898,37.6140365,127.0976311
899,37.6003266,127.1052461
900,37.6092166,127.0946652
901,37.6137021,127.0765367
902,37.5903473,127.0777041
903,37.5743155,127.0810999
904,37.6140365,127.0976311
905,37.6168565,127.0913817
906,37.6163947,127.0926039
907,37.5798731,127.0921597
908,37.5989618,127.0975855
909,37.5819028,127.0865114
910,37.6064082,127.0946811
911,37.5905982,127.079712
912,37.5829463,127.0853665
913,37.602085,127.1019861
914,37.6006341,127.1086115
915,37.5960083,127.0853119
916,37.5994539,127.0997267
917,37.5930782,127.0717073
918,37.5889738,127.0870557
919,37.6047484,127.0977263
920,37.6006215,127.103622
921,37.5894301,127.0917707
922,37.5942735,127.0844567
923,37.6001437,127.0829431
924,37.5986427,127.0975679
925,37.590253,127.0975525
926,37.5898293,127.0874551
927,37.579669,127.087432
928,37.5952883,127.0997146
929,37.6066393,127.0955549
930,37.5758888,127.0859883
931,37.6021132,127.0789892
932,37.6159619,127.0790778
933,37.5977195,127.0932913
934,37.615108,127.1085656
935,37.5995979,127.0873868
936,37.6163947,127.0926039
937,37.5838499,127.0884928
938,37.5957252,127.1004183
939,37.5957576,127.0824964
940,37.5899226,127.0973606
941,37.6031499,127.0228026
942,37.6143669,127.0534274
943,37.5899371,127.0149983
944,37.6167599,127.0496047
945,37.6132651,127.0505372
946,37.6170779,127.002868
947,37.5973943,127.0354308
948,37.6034204,127.0369759
949,37.6175553,127.0463437
950,37.6081104,127.0595593
951,37.6035972,127.0375512
952,37.5890576,127.0065981
953,37.6113239,127.0624365
954,37.5993837,127.0182666
955,37.5890386,127.0080918
956,37.5823765,127.0193267
957,37.6021387,127.0189722
958,37.6093646,127.0241008
959,37.5963256,127.015127
960,37.5937325,127.0188153
961,37.6106761,127.0606347
962,37.6075616,127.0605583
963,37.5864278,127.0291672
964,37.5991396,127.036201
965,37.5947663,127.0104379
966,37.6085364,127.0358646
967,37.5816855,127.0210725
968,37.6043904,127.0394652
969,37.6056468,127.0134049
970,37.6072889,127.0156087
971,37.6078051,127.0239513
972,37.5850577,127.0314075
973,37.5914206,127.0376571
974,37.5953859,127.0226109
975,37.614445,127.0488304
976,37.6169511,127.0032072
977,37.6113927,127.0091032
978,37.6076801,127.0361554
979,37.5980785,127.0145949
980,37.6089095,127.0234827
981,37.5839502,127.0198223
982,37.6032415,127.0424426
983,37.6041011,127.0246226
984,37.6111556,127.034851
985,37.6035216,127.0237321
986,37.5860606,127.0280182
987,37.6137026,127.0486967
988,37.5835321,127.0200327
989,37.6130794,127.0539777
990,37.5900427,127.0092063
991,37.608951,127.0232704
992,37.6043131,127.0246584
993,37.5870381,127.009459
994,37.6072894,127.0361899
995,37.5963834,127.0357666
996,37.6100472,127.0519509
997,37.6035622,127.0198289
998,37.6071618,127.0463337
999,37.6030058,127.031996
1000,37.6088099,127.0588007
1001,37.5983598,127.0343878
1002,37.6160672,127.0571563
1003,37.6058052,127.0316528
1004,37.602671,127.0236243
1005,37.6034707,127.0304633
1006,37.600935,127.0207286
1007,37.598646,127.0205729
1008,37.5943878,127.0339239
1009,37.6068663,127.0286547
1010,37.6073408,127.0607899
